Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags
ShyBOT7,b'Shy BOT',8/15/2019 7:18,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',b'',14,b'AI News BOT', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
ComputeHole,b'#ComputeHole: The @The_Pi_Hole on @GoogleCompute',8/15/2019 7:17,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',b'https://compute-hole.woolweave',14,b'_retw33t_$0m3_$tuuf$_', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
AaronCuddeback,b'Aaron Cuddeback',8/15/2019 7:17,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',"b'Sacramento, CA'",14,b'aaroncuddeback.com', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
machine_ml,b'Machine Learning',8/15/2019 7:16,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',b'',14,b'ML_BD_bot', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
Manifattura40,b'Industry 4.0',8/15/2019 7:16,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',b'Web',14,b'Twitter Bot 2018_87', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
msarozz,b'Saroj Humagain',8/15/2019 7:16,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',b'Nepal',14,"b'Twitter bot, saroj humagain'", MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
js_bot_code,b'JAVASCRIPT - BOT',8/15/2019 7:16,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',b'',14,b'RUBY-test-code', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
ServerlessFan,b'Serverless Fan',8/15/2019 7:15,b'RT @neptanum: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Pyt\xe2\x80\xa6',b'Sri Lanka',14,b'Serverless Tweet/Retweet Bot', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
neptanum,b'Neptanum',8/15/2019 7:15,b'Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux \nhttps://t.co/iMfosF9abc \n@gp_pulipaka https://t.co/ABSkzm08vb',b'',14,b'Twitter for Android', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch Python RStats TensorFlow Java JavaScript ReactJS GoLang CloudComputing Serverless DataScientist Linux
mohhas88,b'Mohamed Hassan',8/15/2019 6:45,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'","b'Khartoum, Sudan'",38,b'Twitter for Android', MachineLearning Algorithms
KevinClarity,b'Kevin Corella N. \xf0\x9f\x94\xac\xf0\x9f\x94\xad',8/15/2019 6:01,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'","b'Madrid, Espa\xc3\xb1a'",38,b'Twitter for iPhone', MachineLearning Algorithms
TechMarinar,b'MOHAMED DAHAB',8/15/2019 5:51,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'',38,b'Twitter for Android', MachineLearning Algorithms
VinuSemiotics,b'vinu R chandran',8/15/2019 5:07,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'","b'Chennai, India'",38,b'Twitter Web App', MachineLearning Algorithms
FabioArnez,b'Fabio Arnez',8/15/2019 3:41,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Cochabamba, Bolivia'",42,b'Twitter Web App', MachineLearning DataScientists
skp1621,b'Shailendra Prajapati',8/15/2019 3:07,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'India',42,b'Twitter for Android', MachineLearning DataScientists
diran_mendy106,b'diran',8/15/2019 3:04,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Ikeja, Nigeria'",42,b'Twitter for Android', MachineLearning DataScientists
gdorn1,b'Gretchen Dorn',8/15/2019 2:58,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',"b'Kentucky, USA'",25,b'Twitter Web App', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
_OliviaBot,b'Olivia',8/15/2019 1:41,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'India',42,b'RT #MachineLearning', MachineLearning DataScientists
wcfinlay,b'Wayne Finlay',8/15/2019 1:39,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Campbell, CA'",42,b'Twitter for iPad', MachineLearning DataScientists
VESTEDTECH,b'vested tech',8/15/2019 1:04,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'Nigeria ',38,b'Twitter for Android', MachineLearning Algorithms
chiru_acn,b'Chiranjeevi',8/15/2019 0:18,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Bengaluru, India'",42,b'Twitter for iPhone', MachineLearning DataScientists
EgboDaniel1,b'Command',8/14/2019 23:39,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Nigeria',42,b'Twitter for Android', MachineLearning DataScientists
SPHIX_1,b'Ro',8/14/2019 21:56,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'',38,b'Twitter for Android', MachineLearning Algorithms
mariuskarma,b'@mariuskarma',8/14/2019 21:55,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Duisburg, Deutschland'",42,b'Twitter for Android', MachineLearning DataScientists
hari_calicut,b'Harilal\xf0\x9f\x87\xae\xf0\x9f\x87\xb3',8/14/2019 20:31,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'India',38,b'Twitter for Android', MachineLearning Algorithms
DamiSammarro,b'Dami\xc3\xa1n Sammarro',8/14/2019 20:18,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'Buenos Aires - Argentina',38,b'Twitter for iPhone', MachineLearning Algorithms
Max_Lyashko,b'Maxim Lyashko',8/14/2019 20:15,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'',38,b'Maxim Lyashko', MachineLearning Algorithms
samblanquet_mfg,b'Samuel Blanquet',8/14/2019 20:12,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'","b'Ile-de-France, France'",38,b'Twitter for iPhone', MachineLearning Algorithms
vilukin,b'Vladimir Lukin',8/14/2019 20:12,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'","b'Donetsk, UA'",38,b'Twitter Web App', MachineLearning Algorithms
StarchyArchie,b'StarchyArchie \xf0\x9f\x86\x98',8/14/2019 20:09,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'',38,b'Twitter Web App', MachineLearning Algorithms
victoria_holt,b'Dr. Victoria Holt',8/14/2019 20:08,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Bath, UK'",42,b'Twitter for Android', MachineLearning DataScientists
js_bot_code,b'JAVASCRIPT - BOT',8/14/2019 20:07,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'',25,b'RUBY-test-code', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
TopStarHipHopRa,b'Top Star Hip Hop Radio',8/14/2019 20:05,b'RT @KirkDBorne: \xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x91\x8d\xf0\x9f\x8f\x86This Google Tutorial (100+ slides total) on #MachineLearning is the best: https://t.co/hsn9U4Yh9X by @jason_mayes\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\xa6',"b'New York, USA'",170,b'Twitter for iPhone', MachineLearning
nina_k_jones,b'Nina Jones',8/14/2019 20:05,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'Dublin',25,b'Twitter for iPhone', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
galtak786,b'Savannah',8/14/2019 20:03,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'South Africa',42,b'Twitter for Android', MachineLearning DataScientists
rodvaladao,b'Rodrigo Valadao',8/14/2019 20:02,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'","b'Edmonton, Alberta'",38,b'Twitter for Android', MachineLearning Algorithms
bemusers,b'DigDigital',8/14/2019 20:01,"b'RT @KirkDBorne: #MachineLearning refers to Mathematical #Algorithms that learn from experience. \n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: h\xe2\x80\xa6'",b'',38,b'Twitter Web Client', MachineLearning Algorithms
THEAdamGabriel,"b'Adam Gabriel, #TOP\xf0\x9f\x94\x9d #Influencer\xf0\x9f\x93\xa1'",8/14/2019 20:01,"b'HT KirkDBorne :\n\n#MachineLearning refers to Mathematical #Algorithms that learn from experience.\n\xe2\x9d\x93But, How Do Machines Learn?\n\xe2\x9e\x9cSee (link: https://t.co/1vc5OWSErW by BoozAllen\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94#BigData #DataScience #AI #ReinforcementLearning #DataLiteracy #Mathematics pic.twitter\xe2\x80\xa6'","b'Financial District, Manhattan'",0,b'IFTTT', MachineLearning Algorithms BigData DataScience AI ReinforcementLearning DataLiteracy Mathematics
GentooBot,b'GentooBot',8/14/2019 19:56,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'The Cloud',25,b'NMC bot', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
ene3112,b'Ene',8/14/2019 19:55,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'',25,b'Twitter for Android', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
zach_wambugu,b'Zach P. Wambugu',8/14/2019 19:33,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Nairobi ',42,b'Twitter for iPhone', MachineLearning DataScientists
KumbongHermann,b'Hermann',8/14/2019 19:28,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'',42,b'Twitter Web App', MachineLearning DataScientists
ArkangelScrap,b'ArkangelScrap',8/14/2019 19:26,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'France',42,b'Twitter Web App', MachineLearning DataScientists
JuanMSolana,b'Juan Manuel Solana M',8/14/2019 19:22,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'',42,b'Twitter for iPhone', MachineLearning DataScientists
ArkangelScrap,b'ArkangelScrap',8/14/2019 19:20,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'France',25,b'Twitter Web App', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
siggwer,b'Jerome SAUVAGE',8/14/2019 19:12,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'',25,b'Twitter for iPhone', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
emmanueloyelana,b'Emmanuel',8/14/2019 19:09,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Germany',42,b'Twitter for iPhone', MachineLearning DataScientists
BahSerign,b'Serign Modou Bah',8/14/2019 18:55,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',"b'Bakoteh, The Gambia'",25,b'Twitter Web App', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
DevHighlights,b'Developer Highlights',8/14/2019 18:54,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'',25,b'DevHighlights', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
electivenow,b'electivenow@gmail.com',8/14/2019 18:53,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'india',25,b'Twitter for Android', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
stefihane,b'Stefanie Hane',8/14/2019 18:50,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'SF & FFM',42,b'Twitter Web App', MachineLearning DataScientists
viviane41861305,b'viviane ribeiro arti',8/14/2019 18:48,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'S\xc3\x83O PAULO',42,b'Twitter Web App', MachineLearning DataScientists
FairWitness1,b'Fair Witness',8/14/2019 18:44,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'',42,b'Twitter for iPhone', MachineLearning DataScientists
AliciaRx,b'Alicia Williams',8/14/2019 18:43,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'New York, NY'",42,b'Twitter for iPhone', MachineLearning DataScientists
drnewbold,b'Rich Newbold',8/14/2019 18:33,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Richmond, CA'",42,b'Twitter Web App', MachineLearning DataScientists
DanielMonroy30,b'Daniel Monroy',8/14/2019 18:29,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Guatemala ',42,b'Twitter Web App', MachineLearning DataScientists
chidambara09,b'Chidambara .ML.',8/14/2019 18:24,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Mysore  and  BERLIN ',42,b'Twitter Web App', MachineLearning DataScientists
chidambara09,b'Chidambara .ML.',8/14/2019 18:24,b'RT @rlingle: RT KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/EednHRvx7a\xe2\x80\xa6',b'Mysore  and  BERLIN ',1,b'Twitter Web App', MachineLearning DataScientists
chidambara09,b'Chidambara .ML.',8/14/2019 18:24,b'RT @THEAdamGabriel: HT KirkDBorne :\n\n140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/g\xe2\x80\xa6',b'Mysore  and  BERLIN ',1,b'Twitter Web App', MachineLearning DataScientists
gpmt,b'michel verstrepen',8/14/2019 18:21,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Saint-Hubert - Belgium',42,b'Twitter Web App', MachineLearning DataScientists
TheCuriousLuke,b'Curious Luke',8/14/2019 18:21,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Switzerland',42,b'RTML', MachineLearning DataScientists
THEAdamGabriel,"b'Adam Gabriel, #TOP\xf0\x9f\x94\x9d #Influencer\xf0\x9f\x93\xa1'",8/14/2019 18:21,b'HT KirkDBorne :\n\n140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/glUJeo8Mcb\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94#BigData #DataScience #Statistics #AI #Mathematics #DataLiteracy #StatisticalLiteracy #abdsc\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n+Learn more about Bayes #Algorithm here: \xe2\x80\xa6',"b'Financial District, Manhattan'",1,b'IFTTT', MachineLearning DataScientists BigData DataScience Statistics AI Mathematics DataLiteracy StatisticalLiteracy abdsc Algorithm
DamiSammarro,b'Dami\xc3\xa1n Sammarro',8/14/2019 18:20,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'Buenos Aires - Argentina',42,b'Twitter for iPhone', MachineLearning DataScientists
NVSData,b'Mr Data Scientist',8/14/2019 18:20,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',"b'Melbourne, Victoria'",42,b'Data NVS', MachineLearning DataScientists
rlingle,b'Reina Lingle',8/14/2019 18:20,b'RT KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/EednHRvx7a\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigData #DataScience #Statistics #AI #Mathematics #DataLiteracy #StatisticalLiteracy #abdsc\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n+Learn more about Bayes\xe2\x80\xa6 https://t.co/8cQ3Ulb862',b'Greater Atlanta Area',1,b'IFTTT', MachineLearning DataScientists BigData DataScience Statistics AI Mathematics DataLiteracy StatisticalLiteracy abdsc
dominicipi,b'Piero Dominici (PhD) - #CitaregliAutori',8/14/2019 18:20,b'RT @KirkDBorne: 140 #MachineLearning Formulas for #DataScientists (in a free downloadable 17-page PDF): https://t.co/HDXkExgl2P\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n#BigDa\xe2\x80\xa6',b'#complexity=knowledge=power \xf0\x9f\x8c\x8e',42,b'Twitter for iPhone', MachineLearning DataScientists
techpearce2,b'John Pearce',8/14/2019 15:39,b'RT @Fabriziobustama: The Unit Circle. \n\n#Geometry #Maths #Mathematics #DataScience #DataScientists #Science #AI #IoT #BigData #NeuralNetwor\xe2\x80\xa6',"b'Manchester, England'",68,b'Twitter Web App', Geometry Maths Mathematics DataScience DataScientists Science AI IoT BigData
ProfesorOkultis,b'Profesor Okultis',8/14/2019 14:09,b'RT @KirkDBorne: [Free 479-page eBook from Microsoft]\nThe #Mathematics and #Statistics Foundations of #DataScience: https://t.co/7lYeig5OhE\xe2\x80\xa6',b'',134,b'Twitter for iPhone', Mathematics Statistics DataScience
botgopher,b'\xe2\x9c\xa8gopherbot\xe2\x9c\xa8',8/14/2019 13:51,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',"b'San Francisco, CA'",25,b'Go RT Bot', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
chidambara09,b'Chidambara .ML.',8/14/2019 13:49,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'Mysore  and  BERLIN ',25,b'Twitter Web App', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
theketan2,b'\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\x92\xbb Ketan Ramteke \xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\x92\xbb',8/14/2019 13:41,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',"b'Pune, India'",25,b'RetweetBotK2', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
LinuxDreams,b'LinuxDreams',8/14/2019 13:26,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'digitalocean',25,b'dd-bot', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
Max_Lyashko,b'Maxim Lyashko',8/14/2019 13:15,b'RT @gp_pulipaka: Cheat Sheets of #MachineLearning and Python (and #Mathematics). #BigData #Analytics #DataScience #AI #IoT #IIoT #PyTorch #\xe2\x80\xa6',b'',25,b'Maxim Lyashko', MachineLearning Mathematics BigData Analytics DataScience AI IoT IIoT PyTorch
