User Name,Tweet Created At,Tweet Text,User Location,Retweet Count
User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Polarity,Subjectivity
SURAJ PATIL,2019-07-22 10:12:32,"congratulation and for successful launching of ,creating history ....this is the biggest step towards india’s space and science development chandrayaan2themoon indiamoonmission india isro modi ","Maharashtra, India",0,0.75,0.95
SS,2019-07-22 10:10:23, else modi will say chandrayaan2 was made possible from scratch in his term. first pm bla bla bla mannkibaat,India,0,0.125,0.6666666666666666
Indian By Choice,2019-07-22 10:02:29,is demonetization a biggest failure of modi ? neither its anniversaries are celebrated nor presidential address modisarkar2 mentioned nor akshay kumar made any movie,India,0,0.016666666666666635,0.525
Rajaram jana,2019-07-22 10:01:12,chandrayaan2themoon many many respect from my heart💜❤💖 to all isro chandrayan2team mostly i want to say special thanks to our dear peimeminister modi ,"West Bengal, India",0,0.4114285714285715,0.4542857142857143
My India My Vote,2019-07-22 09:51:34,central agencies threatening tmc leaders to join bjp: mamata mamtabanerjee tmc bjp modi leaders myindiamyvote ,India,0,0.0,0.25
Zee News,2019-07-22 09:50:05,"government issues report card as modi 2.0 completes 50 days, says 'we've hit the ground running' ",India,4,0.0,0.0
;,2019-07-22 09:48:30,the light at the end of the tunnel after meeting modi. ,Tirunelveli. TN. INDIA,0,0.4,0.7
TheNewsHOOK,2019-07-22 09:40:07,i will continue to work hard and bring more medals for india: hima das promises pm modi news sports ramnathkovind sachintendulkar modi thedhingexpress indian poland india thepoznanathleticsgrandprix czechrepublic ,NY,0,0.10416666666666666,0.5208333333333333
TA Harsh Dixit,2019-07-22 09:38:44,congratulations to isro for launching chandrayaan2 from inside sources we got to know modi ji placed nifty in it. in 55 days it will reach the moon.,"Mumbai, India",1,0.0,0.0
shreyansh,2019-07-22 09:37:06,chandrayaan 2 is ready to take a billion dreams to the moon — now stronger than ever before. dailyillustrationchallenge chandrayan2 chandrayaan isro isromissions🇮🇳 moonlanding modi isro digitalart digitalindianewindia illustrationartists illustrationart ,National Capital Region,0,0.2,0.5
श्रद्धेय श्री स्वामी सनातन श्री,2019-07-22 09:27:03,us snubs imran khan? no top official at airport to welcome. he deserves this treatment. modi effect,"Mumbai, India",1,0.275,0.7
DrLuqman🗨️🇮🇳,2019-07-22 09:26:17,"where are the people! open killings wer r humanrightsactivists everyone happy for moonmission2 / bullettrain / modisarkar2 beating a muslim boy , just because he is muslim so painful &amp; shameless moblynching in india of modi ",nan,3,0.03333333333333336,0.7999999999999999
Keshav Tiwari,2019-07-22 09:20:31,modi sir gao me light ke name par majak ho raha h is se to achha h light na hoti to achha tha,nan,0,0.4,0.7
Himanshu Jain,2019-07-22 09:19:36, well done isro and well done modi ji,New Delhi,0,0.0,0.0
Manish Sharma,2019-07-22 09:17:53,chandrayaan2 means another round of modi vs nehru,Jabalpur,0,-0.2,0.4
Rabish kumar 🐸,2019-07-22 09:16:52,launched modi jaiho chandrayaan2 ,"delhi, India",0,0.0,0.0
CHAWKIDAR HARI GOBINDA SINGH,2019-07-22 09:16:41,yogi in modi out ,lucknow,0,0.0,0.0
Parth,2019-07-22 09:08:41, modi is no different !! ,"New Delhi, India",1,0.0,0.6
DT Next,2019-07-22 09:05:50,"javadekar added that in the course of next five years, rs 100 lakh crore will be invested towards development of infrastructure.modi ","Chennai, India",0,0.0,0.0
saman jain,2019-07-22 09:02:54,thanks for the free public swimming pool in dlf phase 1 gurgaon! every monsoon! 5th year in a row now! trending modi haryana india breakingnews ,nan,0,0.20000000000000004,0.35555555555555557
saman jain,2019-07-22 08:58:59,thanks for the free public swimming pool in dlf phase 1 gurgaon! every monsoon! 5th year in a row now! trending modi haryana india ,nan,0,0.20000000000000004,0.35555555555555557
Athi Varadhar Vaibhavam,2019-07-22 08:53:51,kudoos🙏🙏 to the for the effort taken by them to control the massive crowd gathered temple athivarathar tamilnadupolice modi chandrayaan2 kanchipuram tamilnadu india ,"Kanchipuram, India",2,0.0,1.0
Дипа/Deepa/Татьяна К,2019-07-22 08:46:36," i am a russian woman and a disciple of the spiritual teacher sri prakash ji, i ask the prime minister of india n. modi and the entire indian public support the only hindu ashram in russia and protect sri prakash ji from radicals. modi modigovt ",nan,5,0.0,0.365
Kcee,2019-07-22 08:43:05," wow, look at that! that’s pure love. i’m sure modi will never enjoy such respect and love from indians or humans in india or outside. his media logs are full crafted shit. pmikjalsainusa",nan,0,0.17892857142857144,0.5988888888888888
Parth,2019-07-22 08:39:31, modi is no different !! ,"New Delhi, India",1,0.0,0.6
Tollywood Radio,2019-07-22 08:39:23,modi and amit shah eyeing on this leader as ap union minister read more: modi amitshah ap ,"Hyderabad, India",0,0.5,0.5
Tollywood Magazine,2019-07-22 08:39:12,modi and amit shah eyeing on this leader as ap union minister read more: modi amitshah ap ,Tollywood,0,0.5,0.5
TOLLYWOOD®,2019-07-22 08:38:58,modi and amit shah eyeing on this leader as ap union minister read more: modi amitshah ap ,"Los Angeles, CA",0,0.5,0.5
Parth,2019-07-22 08:36:44, modi is no different !! ,"New Delhi, India",1,0.0,0.6
Anita Kapoor 🇮🇳,2019-07-22 08:35:02, and i felt it was modi ji attempting sabkavishwas please also note how it ends !! 😎😅😉😂,"New Delhi, India",1,0.0,0.0
Unicorn 💫,2019-07-22 08:33:39,hey people from dalal street ..... sensex is down to 38000. 12 lakh crores lost in market cap..... kudos to modi ji woh achieved it in just 50 days of modi 2.0 truly must say modihaitohmumkinhai ,"Sydney, New South Wales",31,-0.15555555555555559,0.2888888888888889
Sajid ساجد,2019-07-22 08:30:37," every one knows pragya singh thakur was elected by bjp hindus for her hindutva bravery , carnage, organizing, planting bombs &amp; killing muslims modi she is never elected to do people welfare sadhvi confesses swachhbharat pragyasinghthakur",nan,0,0.0,0.0
Nihal Fardeen🌈,2019-07-22 08:24:15,why modi govt can't?? justasking bephenom ,"Mangalore, India ",1,0.0,0.0
prahalathan,2019-07-22 08:22:17,"modi govt will make same mistake as rajivgandhi if tripletalaq not criminalised: ex-union minister arif mohammad khan one of the few union ministers to have quit over principles, disagreeing with the then pm over his appeasement politics ",Chennai,0,-0.1,0.1125
ModernWorld Cen,2019-07-22 08:20:03,solo2 modiwaroncorruption women empowering site: how did modi/ bjp win 2014 elections ,United Kingdom,0,0.8,0.4
pradeep kumar kunche,2019-07-22 08:15:40, here is way forward 2 contain abortions my doc .. march 2015 shared with pm modi ji &amp; goi,"New delhi, Hyderabad",0,0.0,0.0
SS,2019-07-22 08:14:20," a slap on modi, will he still excuse her for second time ?",India,0,-0.025,0.025
Sajid ساجد,2019-07-22 08:11:26," every one knows pragya singh thakur was elected by bjp hindus for her hindutva bravery , carnage, organizing, planting bombs &amp; killing muslims modi she is never elected to do people welfare sadhvi confesses swachhbharat pragyasinghthakur",nan,0,0.0,0.0
Asia Research Institute,2019-07-22 08:02:42,where are india’s regional parties heading? | ashish ranjan | india 🇮🇳 bjp modi ,Nottingham,0,0.0,0.0
🛡 Pooja Gupta,2019-07-22 07:58:02,"after other constitutional offices, now even rti being destroyed by bjp ?? so basically, destroying the very source used to expose corruption, scams, everything rtiamendment chandrayan2 हर_हर_महादेव isro gslvmkiii modi modisarkar2 ","Mumbai, Delhi, London",0,-0.041666666666666664,0.225
manish,2019-07-22 07:51:43,are you proud of isro ? andhrapradesh modi indvwi azamkhan bjpmembership chandrayaan delhi airbus budget2019 2020election,nan,0,0.8,1.0
raju जी 🇮🇳,2019-07-22 07:48:54, rats abandon the ship at the first sign of turbulence. hindus should firmly be with modi bjp. it's a long journey &amp; it's better to be without ppl who start chest beating at slightest hurdle.,nan,0,0.125,0.4083333333333333
Qazi Asad,2019-07-22 07:44:11, it's newindia modi ji's bharat,"Lucknow, India",0,0.0,0.0
Mir Hyder,2019-07-22 07:39:47, who cares madam your channel feature is on congress dead not on water emergency... media and government are occupied in advancement of modi brand and pulverizing the opposition image... 'hindu katre me musalmo se pani se nai'...,"Sharjah, United Arab Emirates",1,-0.2,0.4
Sajid ساجد,2019-07-22 07:32:33, in election time nia arrests of muslim youth nia drops terror charges against four men frm amroha 'rocket launchers' &amp; planning suicide attacks bjp achieved their goal-nia drops terror charges muslims have become political fodder 4 for rise of modi bjp ,nan,0,0.0,0.1
Kavi🇮🇳🇮🇳🇮🇳,2019-07-22 07:28:42, atulji time to stand with modi.,nan,0,0.0,0.0
Randheer Jha,2019-07-22 07:28:07,"so mr modi ji is not the only one, everyone in his cabinet seems to have completed the crash_course of acting .... god knows from where but amazing skills acquired for sure ...😂😂😂😂 ","Madhubani, India",9,0.275,0.6972222222222222
"IYRKRao , Retd IAS",2019-07-22 07:24:00,now indian authorities be prepared . when ever modi visits abroad addresses indian diaspora pakistan intelligence will ensure presence of one or two kashmiri khalistan protestors to raise slogans . ,"Andhra Pradesh, India",7,0.0,0.0
Sajid ساجد,2019-07-22 07:23:48, we all know .... naqvi is bjp welfare minister modi muslims have zero faith in naqvi,nan,0,0.0,0.0
Dr. Ashwin Saboo,2019-07-22 07:22:04, modi has been acting like a dictator and u still feel he is better!!!,Abu Dhabi & Mumbai,0,0.48828125,0.25
Sajid ساجد,2019-07-22 07:20:24," we know pragya singh thakur was elected by bjp hindus for her hindutva bravery of organizing , planting bombs &amp; killing muslims modi . she was never elected to do people welfare swachhbharat swachhbharatabhiyan pragyasinghthakur",nan,1,0.0,0.0
ormiga,2019-07-22 07:20:18, 2/ next rbi chief blames tradewar of bananarepublic of trump-istan vs china for exports slowdown ha quackery++ look vietnam in manufacturing + bangladesh in textiles +... benefit in industry + exports from donnie tariffs modi snore ,Paris old EU,0,0.0,0.0
Shah Nawaz Khaki,2019-07-22 07:19:56,"chandrayaan2 after a long struggle &amp; hardwork by scientists,whole nation is praying for the successful launching of chandrayaan2 all the best. andhbhakt be awear don't term it as modi success. laid foundation of isro which resulted... ","Rajouri,Jammu And Kashmir",0,0.5,0.41250000000000003
1 Rotten Apple MODI - ChowkidarChorHai,2019-07-22 07:18:43,"india us not headed towards an economic slowdown, it is headed towards an economicmeltdown. modi and madamnamaste niether have the wherewithal nor the expertise to contain the impending economiccrash whose foundalion was laid with demonetization in 2016 ",INDIA,1,0.2,0.2
ormiga,2019-07-22 07:13:59,loot ₹9.6 trillion + give modi gov: money creation urjit patel + viral acharya resign ref theft of rupee 9600000000000 buy/sell $ revaluation reserves: yawn ‘looking good’ rbi chief economic recovery: priceless ,Paris old EU,0,0.6333333333333333,0.6
Catch News,2019-07-22 07:06:48,modi 2.0 faster; caters to all sections of society: prakashjavadekar ,"908, 9th Floor, Tower A1, Ansal Corporate Park, Sector 142, Noida",0,0.0,0.0
Dr C.Srinivas,2019-07-22 07:03:28,tenth fail finds a place in the cabinet but not harvard and why do u feel so insecure modi,India Dubai  Bangalore,0,-0.5,0.5874999999999999
Zeerak Khan,2019-07-22 07:03:07," no receptayyiperdogan there who knows how to speaks the boss in eyes, but modi is there who killed thousands of muslim in gujrat. so killer of innocent is powerful too. 🤔🤔🤔🤔",nan,0,0.19999999999999998,0.5666666666666667
Devdiscourse,2019-07-22 06:49:17,pm modi to visit bhutan in august ,National Capital Region,0,0.0,0.0
bootmanufacturersassociation,2019-07-22 06:29:02,we can see how the corruption is going on in modi sarkar. we alwys hear abt the scandals done by babus who are fr the welfare of society. in our previous tweets we have mentioned how implemnted turnoverclause to ditch the units. nd benefiting big firms ,nan,1,-0.08333333333333333,0.13333333333333333
Zee News,2019-07-22 06:28:21,50 days of modi 2.0: prime minister narendramodi's focus on foreign policy continues ,India,11,-0.125,0.125
Sandeep,2019-07-22 06:12:39, just following modi nothing else. modi had so many things to tell indians in usa and india has so much to offer to the world but pakistan or pakistani can give only bombblast suicideattack jihad to the world. both are useless,"New Delhi, India",0,0.039999999999999994,0.4
shahid shaikh شاہد شیخ عبدالمجید,2019-07-22 06:02:22,hypocrisy thy name modi ,Pune,0,0.0,0.0
M Baig,2019-07-22 06:01:36," ignorant hindu, good for you to live in that illusion which modi successfully uses by pumping billions on indian media so people like you can easily be fooled. your air force can't compete with pakistan air force &amp; will face more embarrassment in future.",Global,0,0.4199494949494949,0.5847222222222223
Imran S 🌐🐙,2019-07-22 05:59:17,good piece by 'donald trump is promising a recent past to an alienated mass. narendra modi is asking a burgeoning majority to help him erect a new future. either movement could spell the end of liberalism.' india democracy ,"Kuala Lumpur, Malaysia",0,0.13106060606060604,0.3632575757575758
#StopRCEP #BanEVM #HarvestWater #SaveWater,2019-07-22 05:58:33,bhakts dreaming of modi bjp will convert india into hindu rashtra ,nan,0,0.0,0.0
Ram Murthy K,2019-07-22 05:49:46, the cambodian government has announced that students in cambodian schools will soon receive # * tirukkural * as part of their curriculum. modi will unveil statues of tamil king # * rajendra choshar * and * khmer suryavarman * in cambodia in 2022! 👌👌👏,"Tamil Nadu, India",0,0.0,0.0
Citti,2019-07-22 05:44:32,s3: 5 years of pm modi vs 40 years of others | dr. melissa kapoor ji's stunning insights ,nan,0,0.5,1.0
Purnima kaul #India4kashmir,2019-07-22 05:39:51, i think by mistake they comparing him with our pm modi ji. but they forgot there is no comparison at all . one thinks 1000 times before doing so .😂😂😂😂,भारत,1,0.0,0.0
Athi Varadhar Vaibhavam,2019-07-22 05:23:37,"today's crowd attendance: 50,000 at athivaradhar update kanchipuram tamilnadu india tnassembly avengersengame biggbosstamil3 isro chandrayaan2 response attendance got7 modi area51","Kanchipuram, India",1,0.0,0.0
Shama Mohamed,2019-07-22 05:19:24,"it's been 3 weeks since pm modi condemned akash vijayvargiya's assault &amp; over 2 months since he said that he would never forgive pragya thakur. modiji's rebuke may not have been aimed at them, but his jumlas were definitely aimed at the people of india. ",India,295,0.0,0.5
Ranaji Ganguly°,2019-07-22 05:18:00,so the lynchingapp is a community specific hindutva application ??? can the modi gobarmint confirm this ???? ,"New Delhi, India",0,0.0,0.125
Ranaji Ganguly°,2019-07-22 05:13:18,this jerk ajaysinghboom is slowly growing up to be the modi gobarmint's favourite trophyboy....the natural successor to our beloved poop shoveler.....💩💩 ,"New Delhi, India",0,0.16666666666666663,0.6
indicanews,2019-07-22 05:10:29,"so-called ‘liberals’, opposition politicians, and many eminent persons and media persons accuse the modi government of crushing media freedom (by various ways e.g. getting ‘inconvenient’ journalists dismissed by putting pressure. indicanews ","California, USA",0,0.07500000000000001,0.725
Act India - One India,2019-07-22 05:09:39,50 days golden jubilee ?modi 2.0 sets fast pace in 1st 50 days: report card namo modi newdelhi delhi india,India - Bharat - Hindustan,2,0.25,0.55
Kumaran Rahavan,2019-07-22 05:04:31,# there are no statistics to support the claims. most of these still are announcements. modi 2.0 sets fast pace in 1st 50 days: report card via ,nan,0,0.35,0.55
Denis Stepanov,2019-07-22 04:51:36, and they came up with a new approach. take the food away from hinduists. and they decided to take down my business. and there are many others like me who experience the same kind of unprecedented pressure. modi modigovt ,"Москва, Россия",5,0.2801346801346802,0.5280723905723905
Shreyansh,2019-07-22 04:49:41,"modi pmoindia narendramodi chennaiwatercrisis there are methods : desalinisation and osmosis which will eradicate the water crisis in the country. countries like finland, saudi arabia have overcome water crisis using such techniques. get inspired and borrow tech from them.",pune,1,0.0,0.5
doolnews,2019-07-22 04:48:50," rti reveals govt dissolved metoo panel, survivors ‘shocked’ metoo metooindia modi modisarkar2 ",kozhikode,0,-0.7,0.8
uigator,2019-07-22 04:46:21,chandrayaan 2 will be launched today says isro!!! chandrayaan2 gslvmkiii isromissions india chandrayaan isro sriharikota anandsrinivasan spaceagency chandrayaan2launch chennai narendramodi modi shar sdsc moon ,nan,0,0.0,0.0
Tarak H. Rindani,2019-07-22 04:46:15,"the modi government 2.0 has underlined its priorities in the first 50 days of its second term, setting sights on making india 🇮🇳 a $5 trillion economy and hitting the ground running on spurring growth. ",Global Citizen,1,0.125,0.16666666666666666
Riaz Haq,2019-07-22 04:39:36, modi has succeeded in radicalizing large swaths of hindus in india as well as indian hindu diaspora. india’s most populous state of uttarpradesh is now under bjp control. even westbengal voted for bjp in 2019. islamophobia has gone mainstream ,"Silicon Valley, CA",0,0.35714285714285715,0.4642857142857143
Shailender7777,2019-07-22 04:14:52," narendra damodardas modi is working according to his jewish masters...i request to not to disturb him....after all he wants nobel prize...... and has betrayed us in every way....still we hindus will wake up, rise up and will fight back",nan,0,0.06666666666666667,0.03333333333333333
Ajay Munot,2019-07-22 04:13:28, aap is only party in india that supports &amp; ready to come under rti. is bjp congress rahulgandhi bjp4india inc4india modisarkar2 modi modihaitomumkinhai bjpmembership narendramodi namo ready?,"Pune, India",0,0.13333333333333333,0.6666666666666666
Nitish Kumar Singh,2019-07-22 04:11:43,"pathankot investigation - 0 result daantewada investigation - 0 result pulwama investigation - 0 result rajouri investigation - 0 result yet modi govt advertise as ""nationalist"" govt. do v need more proofs tht modi or shah are not only farzi nationalists but conmen too","New Delhi, INDIA",0,0.25,0.75
Riaz Haq,2019-07-22 04:03:38, here's another story of strong nri indians support for modi bjp ,"Silicon Valley, CA",0,0.4333333333333333,0.7333333333333333
ER SUBHASHIS PANDA,2019-07-22 04:03:02,unemployment job there is no job but their is more job india..... some one told us 1 cores job will be there modi,Bhubaneswar ORISSA,0,0.5,0.5
Kittur U A,2019-07-22 04:02:29,pmikjalsainusa he is doing a modi act.,"Bengaluru, India",0,0.0,0.0
Nishad Umarani,2019-07-22 04:00:01, this is exactly the kind of global relationships we want. modi trump putin,"Pune, Maharashtra",0,0.2833333333333333,0.3833333333333333
Riaz Haq,2019-07-22 03:59:43," i agree that muslims, sikhs and christians in india generally do not support modi. that's why i referred to hindu indian support for modi being quite strong. and these are not h1b holders...i'm talking about permanent residents and citizens. bjp ","Silicon Valley, CA",0,0.20416666666666664,0.6166666666666667
Riaz Haq,2019-07-22 03:48:02," having lived in america for 40+ years, i know a lot of hindu indians from many parts of india. in my experience, it's rare to find an indian-#american today who does not support modi. hindutva bjp ","Silicon Valley, CA",0,0.4,0.7
Jobnomy,2019-07-22 03:46:42," is drug addict, ball tamperer se kuch nahi hona hai. bus marketing gimmick hai. aur 5 saal bus, uske baad, pakistan will contribute 5 countries to the world 😂😅🤣 jaishriram indianarmy🇮🇳 hindurashtra🚩 freebalochistan freepunjab pakistanterrorism islamicterrorism modi",nan,0,0.0,0.0
Athi Varadhar Vaibhavam,2019-07-22 03:38:03,it is challenging for to manage the crowd. crowd attendance is very high at kanchipuram athivaradhar tamilnadu chennairains modi ,"Kanchipuram, India",4,0.354,0.851
#माताभूमि_पुत्रो८हं_पृथिव्या:🌐🌅🌞,2019-07-22 03:31:25," the tl of most of sensible🚩#citizens, it's filled with harshest criticism of modi,whn needed. .even thy support fight😥#against👋#london😎luny🌞#zero🍖#परिवार🍗qआंड़ मे छुपे ",वसुधैव कुटुम्बकम्,4,0.45,0.7
The Big Mirror,2019-07-22 03:23:29,surya voice on new education policy reached prime minister modi says superstarrajinikanth in kaappaanaudiolaunch kaappaan darbar lyca thalaivarentry retweet and read more ,"Chennai, India",1,0.3181818181818182,0.4772727272727273
RD SINGH,2019-07-22 02:48:12,"modi critic pratap bhanu mehta resigns, confesses need to 'reorient' ashokauniversity karanthapar leftliberalestablishments modi pratapbhanumehta sagarikaghose via ",India,5,0.0,0.0
#FreePalestine 🇵🇸 #FreeKashmi #StandWithIlhan,2019-07-22 02:42:39,wow! imrankhanvisitsus pakistan look at that crowd 😯 subhan'allah! now modi india will try to compete 🤣 ,Activist→RESISTANCE IS DUTY←,0,0.15625,1.0
jk,2019-07-22 02:37:50, moblynching should be as anti national. modi,nan,0,0.0,0.0
Note Sandee,2019-07-22 02:34:49,"modi - journey of a common man, the 3 remaining episode, episode 8 - 10, we will not watched, right? ashishasmodi modiphirse modiaagaya modi ashishsharmathailandfc modijourneyofacommonman ","Bangkok, Thailand",2,-0.007142857142857145,0.5178571428571428
ModernWorld Cen,2019-07-22 02:32:05,isi raw border transcending democrats modi sharif saw satisfied changed to pakarmys no ,United Kingdom,0,0.1346153846153846,0.7307692307692308
Saira Shah Halim ‏‎‎سائرہ,2019-07-22 02:18:08,"economic slowdown signs are clear,yet modi is great ! ",Kolkata-Delhi,0,0.6,0.475
Office Of Gajendra Singh Shekhwat,2019-07-22 02:00:37,"primeminister modi ji's development juggernaut with the sole objective of sabkasaathsabkavikassabkavishwaas is reaping benefits for the nation &amp; it's people especially poor, downtrodden, farmers &amp; women. transformingindia newindia modihaitomumkinhai ",India,1,-0.26666666666666666,0.45
True Libran,2019-07-22 01:57:54, there is no one in our country other than modi. ye toh vote dene se pehle sochna chahiye tha.,India,0,-0.125,0.375
P.P Mishra,2019-07-22 01:55:16,"the hijacked by officer, the integrity of govthead are only for ignoring truth. dear kovind gogoi modi 2 in india. ",nan,2,0.0,1.0
🇮🇳नफरत मिटाओ🇮🇳देश बचाओ🇮🇳#BanEVM,2019-07-22 01:50:31," she criticized 'swatch bharat abhiyan' of modi or she mean to say that she became mp to do more more bomb blasts like that of malegaon, killing innocent people (muslims)",भारत,0,0.296875,0.596875
Ahmad A. Qureshi,2019-07-22 01:41:50,"reading about comparision b/w modi jalsas and imrankhan 's (that in modi's all engineers, doctors &amp; scientists use to attend rather bus, cab drivers or ordinary people) is seriously heartbreaking. 1st no profession and person is above or below. (1/3)","Karachi, Pakistan",0,-0.19444444444444442,0.4222222222222222
Raymond,2019-07-22 01:36:38, bjp will be far more damaging to hinduism than any outsider invader. modi has been tasked with destroying hinduism from within. although he himself is not a hindu.,"Hastings, Kolkata",1,0.13333333333333333,0.5
Vivek,2019-07-22 01:21:33,hcl tech - good days about to come sooner than we think . consolidation and then blast. nifty money profit earn learn bull bear india modi fmcg paper # packaging usa usdinr fear greed cnbctv18market businessstrategy businesses hcl ,nan,2,0.7,0.6000000000000001
Raymond,2019-07-22 01:08:51, she is the tallest leader in bengal bengal and second in the country next to modi. u r a big fan of hers. but u sold ur soul to the devil and now must pay the price.,"Hastings, Kolkata",0,0.0,0.03333333333333333
EconomicTimes,2019-07-22 01:00:00,"the modi government has underlined its priorities in the first 50 days of its second term, setting sights on making india a usd 5 trillion economy and hitting the ground running on spurring growth. ",nan,3,0.125,0.16666666666666666
FutureWorldCen,2019-07-22 00:47:02,economists history's 1st book of its kind site: cannot 1 party china demonetise like modi ,UK,1,0.6,0.9
TopMostShop,2019-07-22 00:32:07,rahuli says 'modi is thief' but as if tracing 'who says no freespeech in ussr. from kremlin's top u can scream against nixon' indian sc feted urbannaxal's 'modi is suppressing free speech' or 'emergency' is sc harming india ,UK,0,0.45,0.65
ModernWorld Cen,2019-07-22 00:32:06,supremecourt supreme women's bible site:modi cant develop india without revamping courts ,United Kingdom,0,0.0,0.0
Tehseen Khanzada,2019-07-22 00:31:04,pmikinusa fatimasohail pmikvisitingus washingtondc unitedstates this is modi's india today... ,Pakistan,0,0.0,0.0
Riaz Haq,2019-07-22 00:28:01," there are half a million pakistani americans and 4 million indian americans in the unitedstates ...a ratio of 1:8. yet, more people showed up for imran khan in washingtondc than for modi in newyorkcity pmikjalsainusa ","Silicon Valley, CA",27,0.16666666666666669,0.3333333333333333
User Name,Tweet Created At,tweet text,User Location,Retweet Count,0.0,0.0
Ahri Spidon,2019-07-23 23:58:22," ....and it is also not a great move by the largely morally bankrupt 3rd rate indian media to act as spokespersons for the bjp and modi. in any civilised governance system, the pm would have fronted up to a press conference and taken questions ",nan,0,-0.13333333333333333,0.3333333333333333
1 Rotten Apple MODI - ChowkidarChorHai,2019-07-23 23:57:31,trump has said it openly that modi asked him to mediate between india and pakistan. lets hear modi defy trump’s whip and contradict him as vociferously. ,INDIA,0,0.0,0.5
Gul Zaib,2019-07-23 23:47:57,modi has no one to blame but himself for the successful khan-trump summit via imrankhanvisitsus modi donaldtrump,Annapolis Md,0,0.75,0.95
ModernWorld Cen,2019-07-23 23:04:02,solo2 modiwaroncorruption women empowering site: how did modi/ bjp win 2014 elections ,United Kingdom,0,0.8,0.4
My Comfor,2019-07-23 22:37:58,"india - will meet karnataka governor after consulting pm modi, amitshah: yeddyurappa ",deutscher Sprachraum,0,0.0,0.0
IAmFawad,2019-07-23 22:33:03,"detailed discussion on pm imrankhan visit the usa, trump claims modi asked for kashmir mediation, also discussion about kashmirissue, afghanistan moditrumpslie imrankhanourpride imrankhanforkashmiris ",nan,1,0.4,0.75
Sal,2019-07-23 22:26:09, india *was religiously diverse. now under the modi gov it’s just a hindu extremist land where muslims gets lynched every other day.,Multiverse,0,-0.0625,0.3125
Shiv Kant Sharma,2019-07-23 22:22:02,"it's beyond belief to see how advisor of the rudest leader on the planet is calling questioning of his outrageous claim as rude! this looks like a case of lost in translation between modi and trump. it better be, because the alternative is a disaster. ","Hayes, London",0,-0.2916666666666667,0.7000000000000001
Fan Zunaira Azhar,2019-07-23 21:48:11,today's episode link: 1.political storm in india as trump claims modi asked for kashmir mediation 2.trump praises pakistan's role in progress on afghan peace 3.bilawal unconditionally supports govt’s efforts to 'engage the world' mumkin zunairaazhar ,"Lahore, Pakistan",0,0.0,0.0
Fatima S~,2019-07-23 21:47:03, no his tweet modi,"Lahore, Pakistan",0,0.0,0.0
Sanket Desai,2019-07-23 21:41:35," you want talks, then honour the original agreement 1) vacate illegal pok 2) extradite d.ibrahim, h.saeed and m.masood to india the whole world knows they are in pakistan, and if you don't, then you are the worst pm of a state sponsoring terrorism. india modi",nan,0,-0.23125,0.6625
BuntyVirk,2019-07-23 21:18:56, the news here is modi asked for help from usa. india,United States,0,0.0,0.0
Master of whisperers,2019-07-23 21:14:46,i dont believe a word of trump but why our pm has not came forward to rest all the speculations about mediation.. (dont say pm has other jobs).. he could just tell his team to put on an official statement..moditrumpslie modi,nan,0,-0.125,0.375
Seh Lenge Thoda,2019-07-23 21:10:30, trump imran pakistan modi i think the mediation issue is the way to divert the attention from the purpose of visit. the major objective of imran's visit is: ,nan,0,0.03125,0.3
Majorly General Nishant Varma,2019-07-23 21:08:07,tihadi you are not modi bhakt you are an anti national ,India,0,0.0,0.0
William Otuck,2019-07-23 21:03:03,i still don’t understand why we need to go back to realize that we made progress! trump boris magufuli jair modi 🤦🏾‍♂️,Tanzania,0,0.0,0.0
BuntyVirk,2019-07-23 20:56:37,both modi and trump are pathological liers. both lied their way to become who they are. both are radicals with a base of fanatical followers. kashmir,United States,0,-0.8,1.0
Anna Woodward,2019-07-23 20:54:04,why education brings awareness. 1 knows abt right &amp; wrong. modi was the clear choice for his work. was it 'stockholm syndrome' that made educated people not vote for him as this article sponsored by says ,United Kingdom,0,-0.03809523809523809,0.6063492063492063
1 Rotten Apple MODI - ChowkidarChorHai,2019-07-23 20:51:17,and rsiding questions on modi’s nationalism ,INDIA,0,0.0,0.0
Danish Sheikh,2019-07-23 20:39:40,trumpkashmirlie freedom of kashmir is an international issue and president of the united states has endorsed that. more than 100 million people lost their lives in this dispute. for heaven's sake india should stand behind modi if he asked trump to play a certain role!!! ,Pakistan,0,0.12963169642857142,0.44285714285714284
Sanjay Sinha,2019-07-23 20:28:33,"modi sud himself come n clear controversy by trump on mediation.he is never behind in taking credit ,so he sud come forward n say ""trump lying ."" modi had said that he talks with obama using tu-tarak. he can say to trump also""tu jhooth bol raha hai"". ",nan,0,0.15000000000000002,0.5416666666666666
Abhijay Nair,2019-07-23 20:27:27," 😂 he didn't know about: • rohingyas • india's stand on kashmir. prolly, he doesn't know where • america is right now who knows, maybe he sees africa as a country? impeachdonaldtrumpnow narendratrump moditrumpslie modi ",Gods Own Country 🌴,0,0.2857142857142857,0.5357142857142857
Rofl_KunalKamra,2019-07-23 20:22:39, to modi: we will fight for our constitution westbengal voters to mamatabanerjee : my answer is also the same. nothing different. no difference. ,"Bengaluru, India",0,0.0,0.3625
