User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Polarity,Subjectivity
Siddy!,7/23/2019 11:14,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2 jaihind,Realince Jamnagar Gujarat ,1,0.0,0.0
LatestLY,7/23/2019 11:13,amul celebrates chandrayaan 2 with a topical ad! chandrayaan2 amul amultopical amul ,"Mumbai, India",0,0.0,0.05
Aravind,7/23/2019 11:13,"on one side we have chandrayaan2 and on other, we have ramastatue which will cost much more than that. looks like bjp is hell-bent on building symbolisms across the country. waiting for the day when narendra modi's statue will be the tallest in india. don't be surprised then. ",Bangalore,0,0.15833333333333333,0.5916666666666667
Vivek Hardaha Original,7/23/2019 11:13,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,mandla,0,0.0,0.0
DOST® Pan Masala 🔶,7/23/2019 11:12,dost pan masala salutes scientists for making india a space super power by successfully launching chandrayaan2. isro indianscientiests missionmoon power # isromissions indiamoonmission proudindian ,nan,0,0.5416666666666666,0.8083333333333333
Gulla Boys,7/23/2019 11:12,credits to creator.. chandrayaan2 moonmission2 ,nan,0,0.0,0.0
Firoz Khan,7/23/2019 11:12,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,Dilshad Garden,0,0.0,0.0
Actosoft | SMART SMOOTH SPEEDY,7/23/2019 11:11,congratulations isro for the historic launch of chandrayaan2 ! chandrayaan2themoon isro isromissions chandrayaan2 indiamoonmission india chandrayaan actosoft smartsmoothspeedy s3 ,"Surat, India",0,0.0,0.0
Vijaya P Niklankar,7/23/2019 11:11,"mission chandrayaan2 and behind it, so aptly described by blessings &amp; grace.","Mumbai, India",0,0.09999999999999998,0.85
ScienceHook,7/23/2019 11:11,at less than half the budget isro surely has done marvelous job😊😊 chandrayaan2 nasa esa endgame ,"Hyderabad, India",0,0.2916666666666667,0.5305555555555556
C3 India,7/23/2019 11:11,"ritukaridhal and vanithamuthayya have created history by successfully leading india’s missiontomoon. they stand as exemplary figures of womeninstem, role models to millions of little girls across india who dare to dream. chandrayaan2 isroteam isro ",India,0,0.28125,0.725
Urvija,7/23/2019 11:10,"congratulations to isro on the successful launch of chandrayaan 2 on behalf of urvija, india's only palm oil free skincare brand! chandrayaan2 myearthmyurvija myurvija skincare india palmoilfree sustainablebeauty isro rocket indianmoonmission isromissions gslvmk111 ","Kolkata, India",0,0.4166666666666667,0.9166666666666666
Mayank Kumar,7/23/2019 11:10,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,"Jaipur, India",0,0.0,0.0
Sumeet 🇮🇳🇺🇸,7/23/2019 11:10,the women scientists who took india into space isro chandrayaan2 ,USA / India,0,0.0,0.0
Devdiscourse,7/23/2019 11:10,china congratulates india on successful launch of chandrayaan2 ,National Capital Region,0,0.75,0.95
Clinic Dermatech,7/23/2019 11:10,clinic dermatech congratulates the entire team of isro on the successful launch of chandrayaan2 clinicdermatech livepowerfully ,"Delhi & NCR, Agra, Bengaluru, Chandigarh, Jaipur, Ahmedabad & Mumbai",0,0.375,0.7875
hina171Khan,7/23/2019 11:09,india successfully launch chandrayaan2 pakistan exporting terrorism in kashmir kashmirissue chandrashekharazad ,Kashmir,0,0.75,0.95
Gourmet Passport,7/23/2019 11:09,rock(it) tonight with a delectable spread at our finest partner restaurants and celebrate the majestic lift-off of chandrayaan2 with our exclusive 1+1 privileges. . . visit: to getgourmetpassport. ,"New Delhi, India",1,0.0,0.0
Vinfotech,7/23/2019 11:09,how long have you been planning to launch a fantasy sports website? now is the time! be a successful entrepreneur by launching your own gaming app and begin to earn. chandrayaan2 chandrayaan2themoon fantasysports websitedevelopment ,USA | India,0,0.4291666666666667,0.7833333333333333
Alok Mehta,7/23/2019 11:09,"congratulations, teamisro for the successful launch of chandrayaan2! jaihind jaiho","Boston, MA, USA",0,0.9375,0.95
Mahi,7/23/2019 11:09,hd video of earth by chandrayaan2 ... wait for it.. ,nan,0,0.0,0.0
Filo LifeSciences,7/23/2019 11:09,"congratulations isro for the historic launch of chandrayaan 2, a space mission that is a giant leap for mankind. visit: chandrayaan2 isro isromissions moonmission2 ",nan,0,0.0,0.5
imran,7/23/2019 11:08,the successful launch of chandrayaan2 is such a historic moment for our entire country! congratulations ..,nan,0,0.1875,0.51875
Croblaze,7/23/2019 11:08,croblaze salutes isro and the team who ensured the success of our indian flag again on the moon chandrayaan2,"Croblaze,IEC Incubation Center",0,0.3,0.0
Sachin Babu,7/23/2019 11:08, call of mediating between india &amp; paikhanistan aka pakistan.. is same as.. or directly proportional to... nehru launching chandrayaan2.... nehruonthemoon karnatakafloortest karnatakapoliticalcrisis karnatakatrustvote.... ,nan,0,0.05,0.2625
SoundLogic,7/23/2019 11:08,our va headphones are out of this world! chandrayaan2 🚀 . . . soundlogic tuesdaymotivation jusbol beats music soundlovers earphones headphones music playlist songs musiclover chandrayaan space moon moonlanding ,India,0,0.0,0.0
IPH Co. Pvt. Ltd.,7/23/2019 11:08,chandrayaan-2 chandrayaan-2 is india's second lunar exploration mission after chandrayaan-1. chandrayaan2 indiamoonmission isro chandrayaan moon space india satellite spaceresearch mission spaceagency ,MUMBAI,0,0.0,0.0
Sᴀᴄʜɪɴ_🚩The Hindu🚩,7/23/2019 11:07,i'm proud of you 🙏🙏 india 🇮🇳🇮🇳 pm of 👏👏👏 great prime minister of india 🇮🇳🙏 chandrayaan2 isromissions isroteam isro jai hind 🇮🇳 ,"Maharashtra, India",0,0.8,0.875
MATS University,7/23/2019 11:06,"chandrayaan2 is india's second lunar exploration mission. developed by the indian space research organisation, the mission was launched on 22 july 2019 to the moon by a gslv mark iii. congratulations to isro for this historic launch. missiontomoon isromission matsraipur ","Arang, India",0,0.03333333333333333,0.09999999999999999
Narasu'sCoffee,7/23/2019 11:06,"drinking your first cup of narasu's in the morning might be the jumpstart your day requires. on that note, congratulations to the geniuses behind chandrayan 2. what better way to celebrate a rocket to the moon than with narasu's. narasuscoffee chandrayaan2 congratulationsisro ",nan,0,0.11666666666666665,0.5111111111111111
The English Post,7/23/2019 11:06,chennai metro water reserves first moon water supply with isro chennaimetrowater chandrayaan2,India,0,0.25,0.3333333333333333
Gaurav Taneja,7/23/2019 11:06,seconds before the chandrayaan2 launch. full vlog on my youtube channel. ,"New Delhi, India",35,0.35,0.55
Vikas Gupta,7/23/2019 11:05, some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,Somewhere on Planet Earth 🌍,0,0.0,0.0
SEED Infotech Ltd,7/23/2019 11:05,it’s proud moment for each one of us 🚀 india joins illustrious league of nations to ever land on the moon!! 🚀and we salute to the women power who successfully headed chandrayaan2 mission🌙 isro chandrayaan2 mission proud indiamoonmission moon ,India,0,0.85,0.9833333333333334
Anirudh Gala,7/23/2019 11:05,i congratulate team isro on achieving yet another milestone with the launch of chandrayaan2! ,"Ann Arbor, MI",0,0.0,0.0
The New Indian Express,7/23/2019 11:05,what makes isro's 'bahubali' lunar mission chandrayaan2 different from the other lunar missions? watch here! gslvmkiii indiamoonmission ,Chennai,0,-0.078125,0.4875
Chirpy Says,7/23/2019 11:04," i hope so. if sanghis had governed india since 1947, we'd be flying pushpak vimaans instead of chandrayaan2. as it is, rss is taking us back to the stone age. nehru believed in humanism &amp; scientific temper. estb iits, iims, incospar/isro &amp; etc. shame people don't see that.","Here, There, Somewhere",1,0.0,0.0
Select CITYWALK,7/23/2019 11:04,select citywalk congratulates team isro for their remarkable achievement of sending chandrayaan2 on a lunar exploration mission. our best wishes are with you. may isro achieve greater heights and make india proud yet again.,nan,0,0.7625,0.6375
Anand ST Das,7/23/2019 11:03,"as india celebrates chandrayaan2, a mission led by women, here's a look at the presence of women in science and research fields. chandrayaan2themoon ",Bhubaneswar,2,0.0,0.0
Itropetechnologies,7/23/2019 11:03,proud moment for india !! isro chandrayaan2 india ,"Chennai, India",0,1.0,1.0
Ankit Desale,7/23/2019 11:03,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2 *congratulations india*,nan,0,0.0,0.0
Sukanya Sengupta,7/23/2019 11:02,chandrayaan2 proud to be an indian india's missionmoon2 ,India,0,0.8,1.0
Vibrant Goa Foundation,7/23/2019 11:02,"congratulations to isro on the launch of chandrayaan 2, a mission to study the moon. a very proud moment for all indians. chandrayaan2 gslvmkiii isro vibrantgoa ","Panaji, India",0,1.0,1.0
abhay pratap singh,7/23/2019 11:02,wow! what an achievement by congratulations for successful launch of chandrayaan2 ! bharat mata ki jai ! jai hind !,INDIA,0,0.5625,0.975
Dipro Ghosh,7/23/2019 11:02,it is never late to congratulate! chandrayaan2 proud to be indian ♥️,Hooghly Chinsurah,0,0.49375,0.8
चौकीदार अनिल सौंदलगेकर,7/23/2019 11:01,countries having their flags on moon 🇮🇳🇺🇸🇷🇺🇨🇳 chandrayaan2 isro indiamoonmission ,"कोल्हापूर, भारत ",0,0.0,0.0
Shakti Equipments Pvt. Ltd.,7/23/2019 11:01,chandrayaan-2 chandrayaan-2 is india's second lunar exploration mission after chandrayaan-1. chandrayaan2 indiamoonmission isro chandrayaan moon space india satellite spaceresearch mission spaceagency ,nan,0,0.0,0.0
Manikanta chitrada,7/23/2019 11:00,the successful launch of chandrayaan2 is such a historical moment for our entire country ,nan,0,0.1875,0.51875
VARINDIA,7/23/2019 11:00,the latest varindia channel news! smm chandrayaan2,INDIA,0,0.625,0.9
Bajaj Electronics,7/23/2019 11:00,india strikes yet again! making the nation proud are our space scientists. congratulations isro on the successful launch of chandrayaan2. we're getting closer to acquire the space and here's proof. the nation bows at the determination &amp; hard work put in behind the launch.,"Hyderabad, India",0,0.21458333333333332,0.7979166666666666
Dinesh Rao,7/23/2019 10:59,we feel proud to have witnessed the historic moment isro successfully launched the chandrayaan-2 on 22nd july 2019. congratulations to the entire team of isro for this huge achievement. dineshrao shivsena politicsindia isro isroindia chandrayaan chandrayaan2 bethechange ,nan,0,0.39,0.6950000000000001
Digitomatic,7/23/2019 10:59,very proud moment for india. congratulations to the entire team for isro. chandrayaan2 isro isroteam isromissions proudmoment proudindian congratulationsindia teamisro chandrayaan2themoon ,India,2,0.5,0.8125
Baskin Robbins India,7/23/2019 10:59,we are over the moon about india's successful launch of chandrayaan 2! it's time to celebrate greater possibilities. congratulations to isro on this phenomenal victory! tastethemoon chandrayaan2 isro india victory proudmoment moon baskinrobbinsindia icecream ,India,1,0.6875,0.65
Shreyaa!,7/23/2019 10:59,now we can express our love to anyone with a feel by saying love you to the moon &amp; back chandrayaan2,Mumbai Local Trains,0,0.3333333333333333,0.39999999999999997
American Tourister,7/23/2019 10:59,"there are some places that you simply can't travel to just once... like the moon! ;) chandrayaan2 touristers, tell us that one place you've been to already, yet need to visit again? ",India,8,0.125,0.6785714285714286
Albert Pinto,7/23/2019 10:59,isn't india a poor country that should fix poverty/water/air before doing space stuff? chandrayaan2 cost $145 million (rs 1000 crore). wedding industry in india would pay for 125 lunar missions a year. glitzy weddings or space is the new guns vs butter! (4/4)￼⬇ ,"Barcelona, Spain",0,-0.11477272727272729,0.5272727272727272
ASM Group of Institutes,7/23/2019 10:58,chandrayaan 2 is an indian lunar mission that will boldly go where no country has ever gone before- the lunar south pole. asm congratulates isro on their new feat. isro asmgroup chandrayaan2 feelingproud ,"Pune, Maharashtra, India",0,0.23484848484848483,0.5606060606060606
Picsy,7/23/2019 10:58,"around the stars, out of our galaxy &amp; riding on a rocket ship, india makes us feel 'eternity and beyond'. to our chandrayaan2, we have our picsyyaan. for 'to the moon and back' moments, preserve it with photo books. download picsy app now - moonmoments ",India,6,0.0,0.0
Dalmia LifeCare,7/23/2019 10:58,dalmia lifecare salutes scientists for making india a space super power by successfully launching chandrayaan2. isro indianscientiests missionmoon power # isromissions indiamoonmission proudindian ,"New Delhi, India",0,0.5416666666666666,0.8083333333333333
WizAR.io,7/23/2019 10:57, congratulates isro on the successful launch of chandrayaan-2 😀😀😀 chandrayaan2 chandrayaan2themoon ,"Gurgaon, India",0,0.75,0.95
Movie Updates,7/23/2019 10:57,chandrayaan2 ft. prabhas to the moon &amp; beyond ,"Hyderabad, India",0,0.0,0.0
Harpriya Kaur,7/23/2019 10:57,sending lots of luck and hope to the success of chandrayaan2 chandrayaan2 isro isroteam ,nan,1,0.3,0.0
Sharnam Lifestyle,7/23/2019 10:57,i congratulate team isro on achieving yet another milestone with the launch of chandrayaan2! ,"Gujarat, India",0,0.0,0.0
Prolife Diagnostics,7/23/2019 10:56,best wishes to isro as india's moon mission chandrayaan2 successfully launched &amp; india takes a giant leap chandrayaan2themoon isromissions chandrayaan chandrayaan2🚀🌕 indiamoonmission ,nan,0,0.5833333333333334,0.75
Rashtriya Basava Dala,7/23/2019 10:56,india's second moon mission chandrayaan2 lifts off onboard gslv mk iii-m1 launch vehicle from satish dhawan space center at sriharikota in andhrapradesh. congratulations to isro scientists ,"Bengaluru, India",3,-0.05,0.05
BluSmartIndia,7/23/2019 10:56,"to all the smart decision makers of , heartiest congratulations from the entire team of blu smart. blusmartindia theridechoice ecofriendly gogreen mobility chandrayaan2 isroteam isromission ",nan,0,0.14285714285714285,0.6369047619047619
DANIK NATIONAL NEWS DIGITAL MEDIA,7/23/2019 10:55,striking that leadership to the chandrayaan2 mission provided by two remarkable women : ritu karidhal &amp; m vanitha. this with a mere 24% participation of women in work force in india. imagine what we r missing by denying them equalopportunity. end genderdiscrimination ,BHARAT,0,0.1375,0.575
Dalmia LifeCare,7/23/2019 10:55,dalmia lifecare salutes scientists for making india a space super power by successfully launching chandrayaan2. isro indianscientiests missionmoon power # isromissions indiamoonmission proudindian ,"New Delhi, India",0,0.5416666666666666,0.8083333333333333
SMSLane,7/23/2019 10:55,another giant leap.. congratulations .chandrayaan2 moonmission2 smslane congratulates the whole team of scientists &amp; engineers at isro for the successful launch of chandrayaan2. ,"Vododara, India",0,0.31666666666666665,0.7833333333333332
Albert Pinto,7/23/2019 10:55,isn't india a poor country that should fix poverty/water/air before doing space stuff? chandrayaan2 cost $145 million (rs 1000 crore). avenger endgame budget? $356 million. movies vs moon is the new guns vs butter! more frivolous cost comparisons. (3/4)￼⬇ ,"Barcelona, Spain",0,0.09015151515151514,0.5181818181818182
eDataMine,7/23/2019 10:55,“congratulations isro on successful launch of chandrayaan-2. you have made us all proud. keep up the good work.” chandrayaan2 chandrayaan isro india nation securityforces governmentofindia mission moon isromissions isro_india isroindia spacemission missiontomoon ,"Texas,USA",0,0.75,0.85
Matrix Comsec,7/23/2019 10:55,chandrayaan2- the result of great commitment of indian scientists. congratulations team for the successful launch. isro indiamoonmission matrixcomsec ,"Vadodara, Gujarat, India",0,0.775,0.85
Social Samosa,7/23/2019 10:55,"creativespot: tapping on the chandrayaan2 mission, sends an important message to with a drop of humour! ","703, Cosmos Plaza, Mumbai, India",2,0.5,1.0
Dr. Somendra Tomar,7/23/2019 10:55,"कौन कहता है कि आसमान में सुराख़ हो नही सकता, एक पत्थर तो तबीयत से उछालो यारों। history written in golden words!💐 today we,all indians worldwide,feel so proud with the successful launch of chandrayaan2 best wishes to &amp; team for bringing this blessed and grateful moment! ","Meerut, India",0,0.7125,0.6875
Dilip B Lingayat,7/23/2019 10:54,congratulations to isro scientist launching of chandrayaan2 ,Bengaluru,2,0.0,0.0
Abhimonyu,7/23/2019 10:53,some countries have moon in their flags like pakistan🇵🇰 turkey🇹🇷 libya🇱🇾 algeri🇩🇿 malaysia🇲🇾 maldives🇲🇻 while some countries having their flags on the moon like american🇺🇸 russian🇷🇺 china🇨🇳 india🇮🇳 isro chandrayaan2,"Bihar (now at Durgapur,WB)",0,0.0,0.0
Anam Tutors,7/23/2019 10:53,great pride to our nation on the successful launch of chandrayan 2 congratulations to all our scientists and team isro congrats isroteam isro chandrayaan2 space moon proudindian scientist ,nan,0,0.775,0.85
Selwyn Marc Remedios,7/23/2019 10:53,"yeah world, we still ride elephants here in india. chandrayaan2","Bangalore,India",0,0.0,0.0
Jegadesh,7/23/2019 10:53,ritu karidhal and muthaya vanitha (தமிழ்நாடு).the rocket women who behind the chandrayaan2 isro sriharikota singappenney 🇮🇳🙏 ,nan,1,-0.4,0.7
Ananth Rupanagudi,7/23/2019 10:53,the lighter side of our successful chandrayaan2 launch and other successful launches? 😃😛😂 isro nasa humour ,nan,2,0.4583333333333333,0.7583333333333333
Durgesh Kumar Dubey 🇮🇳,7/23/2019 10:52,"at least, somebody is talking something worthy in usa.chandrayaan2.. otherwise chacha has started the day on worst possible note.,🤔🤔 ","Kanpur, India",0,-0.24166666666666667,0.85
OLD Monk Tharki,7/23/2019 10:51,chanda ohh i thought ment for coz thy only keep asking delhi walo ko chanda dena hoga ji ... chandrayaan2 chandrayan2 ,भारत,0,0.0,1.0
Abbas,7/23/2019 10:51,"chandrayaan2 this is not a achievement shitters. when every citizen got life (water,food, environment,equality) . thats an achievement. shitindianpeoples","Chennai, India",0,0.0,0.0
Wellcure,7/23/2019 10:50,wellcure congratulates isro for the successful launch of chandrayaan-2 chandrayaan2themoon chandrayaan2 isroteam isromissions moonlanding missionmoon wellcure wellnesscoaching isro ,India,0,0.75,0.95
Digital Khare,7/23/2019 10:48,"meet the man behind india’s 2nd moon mission chandrayaan2 scientist dr k sivan son of a farmer who studied in govt school of his village and now chairman of sivan sir, nation is proud of you &amp; your team jai hind twitter chandrayaan2 isro ",India,2,0.13333333333333333,0.5666666666666667
Ajay Mundhra,7/23/2019 10:48,there is water crisis at many cities in india... may that's why we looking for water possibilities on moon. chandrayaan2,"Kolkata, India",0,0.5,0.5
ABESEC032,7/23/2019 10:48,a proud moment for all indians !! chandrayaan-2 is india's second lunar exploration mission. chandrayaan2 isro isromissions proudindian proudtobeindian lunar isroteam newindia indiamoonmission ,ABES Engineering College,0,0.5,0.5
Maddela Sharath,7/23/2019 10:47,many congratulations to team isro on successfully injecting chandrayaan2 spacecraft into earth’s orbit. a proud moment for every indian! ,nan,0,0.75,0.8166666666666668
jayesh,7/23/2019 10:47,congratulations for this giant leap! next stop – the moon🌒! chandrayaan2 🚀 ,India,0,0.0,0.5
maac_nagpur,7/23/2019 10:47,team isro added a new chapter in india’s space history with the launch of this ambitious and indigenous mission to moon. isromissions chandrayaan2 was successfully launched on july 22nd at 14:43 hrs ist from sriharikota. chandrayaan2 chandrayan2 isromissions isro🚀 ,"Dharampeth, Nagpur, Maharashtr",0,0.37878787878787873,0.7181818181818181
Himanshu Tiwari,7/23/2019 10:47,congrats everyone on successfull launch if chandrayaan2. isro team you make 1.3 billion people proud jaihind indiaonthemoon ,"Pune, India",0,0.8,1.0
Best Bengal,7/23/2019 10:47,bengal farmer’s son plays key role in india’s moon mission moonmission2 chandrayaan2 chandrayaan2themoon kolkata westbengal sangesuman tuesdaymotivation link : ,"Kolkata, India",0,0.0,1.0
Pii Pharma,7/23/2019 10:47,congratulations india for their new milestone! chandrayaan2 isro mforce biggerdots ✉️ hopi.india 📲 +91 93481 12631 ,"khasra no.54/66&54/94(0-6),Nan",0,0.17045454545454544,0.45454545454545453
awake,7/23/2019 10:46," chandrayaan2 , really liked ur tweet bajji. how nicely u hv played better than leftards! de r quite upset! let dem be . ",nan,0,0.6604166666666667,0.7666666666666666
sHuBhAm pAnDeY,7/23/2019 10:46,"indian at heart, indian in spirit! what would make every indian overjoyed is the fact that chandrayaan2 is a fully indigenous mission. ",India,0,0.0,0.0
Mayur Parit,7/23/2019 10:45,some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,"Maharashtra, India ",0,0.0,0.0
bitesz,7/23/2019 10:45,the latest astronomy daily! thanks to chandrayaan2 space,Australia,0,0.2333333333333333,0.3666666666666667
Thakur Avinash Singh Baghela,7/23/2019 10:45,some countries have moon on their flags 🇵🇰🇹🇷🇳🇦🇩🇿🇲🇻 while some countries having their flags on moon🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2 ,"New Delhi, India",1,0.0,0.0
mid-day,7/23/2019 10:45,"within minutes of the launch, several stars from b-town expressed their excitement and happiness over the highly-anticipated mission by isro, chandrayaan2. ","Mumbai, India",0,0.35,0.1
#Sanskrit-is-a-Dead-Language,7/23/2019 10:44,"something to burn sanghi brains. two space scientists who put india on space race. both are tamils, educated in tamil vernacular and made use of reservation. this is why ambedkar and periyar are relevant to tamil nadu politics. what is the role of hindi here? isro chandrayaan2 ",India,8,0.4,0.9
Shabeeb shabu,7/23/2019 10:44,chandrayaan2 isro 🚀 proud indian 🇮🇳 ,nan,0,0.8,1.0
Jitendra sharma,7/23/2019 10:43,some country have moon on their flags 🇩🇿🇦🇿🇨🇨🇰🇲🇱🇾🇲🇾🇹🇷🇹🇳🇵🇰🇺🇿🇪🇭 while some country have their flags on moon 🇺🇸🇷🇺🇮🇳🇨🇳 chandrayaan2,"Korba, Chhattisgarh",1,0.0,0.0
ExtentiaforCloud,7/23/2019 10:43,"we congratulate chandrayaan2, india’s second successful mission to the moon and the first inter-planetary mission led by women scientists. missions at practice always have a team of stellar women (and men) aiming for the moon and beyond! womeninpower ","Pune, India",0,0.328125,0.3833333333333333
Scar,7/23/2019 10:43,as per sources the vikram lander fitted in chandrayaan2 will roam on the moon on an 'om' shaped path leaving it's permanent mark. this is a conspiracy to impose hinduism on all as whenever people will see moon they will see the om symbol on it.,"Kashmir, India",2,0.0,0.0
APG Learning,7/23/2019 10:43,and another successful launch of chandrayaan! congratulations to isro team for accomplishments such a mammoth feat. apglearning congratulations isroteam chandrayaan2 isro india space ,"Pune, India",0,0.46875,0.725
Aarohi Satpute,7/23/2019 10:43,"for many months now, m. vanitha has been almost anonymously (to the outside) steering the ₹978-crore chandrayaan2 lander mission to moon, working around its complexities and seeing it to finish. indiamoonmission moonmission2 india ","Pune, India",0,0.25,0.275
TheForumVijayaMall,7/23/2019 10:42,congratulations team isro and the women behind the successful launch of chandrayaan 2 this week! chandrayaan2 isro gslvmkiii forumvijayamall chennai ,Chennai,0,0.26875,0.825
Kody Medical,7/23/2019 10:42,feeling proud for isro about their glorious launch of chandrayaan2 ,Tiruvanmiyur,0,0.8,1.0
Jadugar Anand,7/23/2019 10:42,proud moment for india🇮🇳🇮🇳 congratulations isro for a successful launch of chandrayaan 2 🚀🌕 isroteam chandrayaan2 isromission chandrayaan2themoon proudindian 🇮🇳🇮🇳 ,nan,1,0.775,0.975
T͟a͟n͟m͟a͟y͟ S͟u͟t͟r͟a͟d͟h͟a͟r͟ 🇮🇳,7/23/2019 10:42,pm congratulated scientists for successful launch of chandrayaan2... here's what the pm said! ,"Gujarat, India",0,0.9375,0.95
Lata Rawat,7/23/2019 10:42,india is extremely proud of the team and we all pray for the successful completion of the mission. isro tuesdaymotivation successful missionmangal chandrayaan2 indiamoonmission india 🇮🇳 tuesdaythoughts tuesdaymorning isromissions,nan,0,0.7666666666666666,0.9666666666666667
Lata Rawat,7/23/2019 10:42,"heartiest congratulations to team for the successful launch of chandrayaan2. kudos to the determination and hard work of the people behind this mission including that of muthayya vanitha, ritu karidhal, s somanath, p kunhikrishnan, j jayaprakash and raghunatha pillai.",nan,0,0.01944444444444443,0.7305555555555555
Archit Soni,7/23/2019 10:41,chandrayaan2 chandrayaan2themoon success freedom infinitewealth chandryaan 2 is successfully launched. congrats to team isro for this achievement. ,nan,0,0.525,0.475
Dr.Sandeep Pagare,7/23/2019 10:41,chandryaan2 some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,nan,0,0.0,0.0
Chaitanya Tejaswi,7/23/2019 10:41,exclusive launch footage of chandrayaan2 * english: * hindi: courtesy: ,"Ahmadabad City, India",0,0.0,0.0
Shri Krishnan Cement,7/23/2019 10:40,"a billion dreams to the lunar surface - chandrayaan-2 ""hearty greetings to isro"" . . shrikrishnan chandrayaan2 satellite isro bhopal india ","Bhopal, India",0,0.0,0.0
Dr.Sandeep Pagare,7/23/2019 10:40,चंद्रयान2 some countries have moon on their flags 🇵🇰🇹🇷🇹🇳🇱🇾🇦🇿🇩🇿🇲🇾🇲🇻🇲🇷 while some countries having their flags on moon 🇺🇸 🇷🇺 🇮🇳 🇨🇳 chandrayaan2,nan,0,0.0,0.0
ACT Fibernet,7/23/2019 10:40,"we, at act fibernet, congratulate isro for the spectacularly successful launch of chandrayaan 2! let’s celebrate another milestone in our glorious history. chandrayaan2 chandrayaan actfibernet isro ","Bangalore, India",2,0.9375,0.95
Penguin India,7/23/2019 10:39,"didyouknow “…in february 1962, the dae created the indian national committee for space research (incospar) under vikram’s chairmanship to oversee all aspects of space research in the country” vikramsarabhai chandrayaan2 gslvmkiii","New Delhi, India",1,0.0,0.0
yhr studios,7/23/2019 10:39, no they are watching indianmoon chandrayaan2 mission,"New Delhi, India",0,0.0,0.0
BVFC Limited,7/23/2019 10:39,"efforts such as chandrayaan2 will further encourage our bright youngsters towards science, top quality research and innovation. thanks to isro, india’s lunar programme will get a substantial boost. our existing knowledge of the moon will be significantly enhanced. ","Namrup, India",0,0.29583333333333334,0.5625
Mahesh S. Shivangi,7/23/2019 10:39,we are proud of team on achieving yet another milestone with the launch of chandrayaan2! big achievement............,"Solapur, India",0,0.5,0.55
Uday Reddy,7/23/2019 10:39,congratulations indian space research organization (isro) for transcending another major milestone in space research. the successful launch chandrayaan-2 is a matter of pride for the entire nation. chandrayaan2 ,"Atlanta, GA",2,0.2708333333333333,0.6916666666666668
Tariq Noor Elahi,7/23/2019 10:38,mubeen forbes says pakistan is doing better than india the happiness index of pakistanies is higher than indians (link: na205 singappenney indiamoonmission chandrayaan2 modisarkar2,KSA,0,0.48333333333333334,0.39999999999999997
The Forum Fiza Mall,7/23/2019 10:38,congratulations team isro and the women behind the successful launch of chandrayaan 2 this week! chandrayaan2 isro gslvmkiii forumfiza mangalore india ,"Mangalore, India",0,0.26875,0.825
Ramkrishna Vattikuti,7/23/2019 10:37,sense of humour always helps no matter the situation 😀 humourfortumour chandrayaan2 chennai !! ,Bangalore,1,0.0,0.0
Chaitanya Tejaswi,7/23/2019 10:37,brief about chandrayaan2 * english: * hindi: courtesy: ,"Ahmadabad City, India",0,0.0,0.16666666666666666
Anand P,7/23/2019 10:37,"while india and other countries are launching satellites and equipments to the moon, we have pakistanis sending missiles and bullets to their own people. ind chandrayaan2 isro",India Kerala,0,0.2375,0.6875
Mall of Amritsar,7/23/2019 10:37,"here's to these incredible women who spearheaded chandrayaan2's launch. a huge congratulations to them and you've made us proud on earth, moon and beyond! ","Amritsar, India",0,0.7666666666666666,0.9333333333333332
