Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags,Country Code,Country,lat,long,Polarity,Sentiment
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 18:24,critical questions to ask before adopting     with david carmona of microsoft    emerj discover the key questions leaders need to ask themselves and their teams before they adopt artificial intelligen  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence business Fraud Toronto AI,ca,Canada,43.653963,-79.387207,-0.1531,NEGATIVE
cjdjam,Crystal Dandridge ,8/13/2019 16:34,b we re previewing some of the great sessions on tap for the  national convention sept  in savannah come join us htt   ,"West Chester, OH ",2,Twitter for Android ,nan,us,USA,39.3303357,-84.408275,0.743,POSITIVE
marya1986,Marya Yaqin ,8/13/2019 16:26,infusions of  are making  social and capable of interacting with people of all ages in a variety of  ,Utrecht ,0,Facebook , artificial intelligence AI robots smart settings,nl,Netherlands,52.0809856,5.127684,0.3818,POSITIVE
RoboticsandAI,AI & Robotics Events #intoAI ,8/13/2019 15:30,are you a phd and msc level students of or  we have  free tickets available for our ai amp conference amp expo showcase oct st in london head to  now to claim your free ticket ,"London, England ",0,Hootsuite Inc. , AI MachineLearning Robotics ArtificialIntelliegence DeepLearning IntoAI,gb,United Kingdom,51.5073219,-0.1276474,0.765,POSITIVE
RoboticsandAI,AI & Robotics Events #intoAI ,8/13/2019 15:01, are you a phd and msc level students of or  we have  free tickets for our ai amp conference amp expo showcase oct st in london head to  now to claim your free ticket ,"London, England ",0,Hootsuite Inc. , AI MachineLearning Robotics ArtificialIntelliegence DeepLearning,gb,United Kingdom,51.5073219,-0.1276474,0.765,POSITIVE
lyrium_global,Lyrium ,8/13/2019 15:01,"bthe growing adoption of will lead to greater productivity and economic growth it s clear that and are the workforce future this may alarm some but we should instead see as an ally rather than a threat

",Hong Kong ,0,Twitter Web App , robots artificialintelligence robotics AI,cn,PRC,22.350627,114.1849161,-0.3818,NEGATIVE
p2pnetwrk,P2P Network ,8/13/2019 14:45,from artificial intelligence to financial intelligence can ai really form part of a strategic finance team  ,UK ,1,Twitter Web App , robotics AI Finance,gb,United Kingdom,55.367,-3.9614184,0.7351,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 14:24,enhancing trust in intelligence audits and explanations can help    cio there are a lot of tools available to help with audits and explanations and more will be available in the coming year  ,"Toronto, Ontario ",0,Twibble.io , artificial AI Intelligence ArtificialIntelligence Business,ca,Canada,43.653963,-79.387207,0.8957,POSITIVE
jayeshmthakur,jayeshthakur ,8/13/2019 14:05," stats news augmentation to create  trillion of business value

   ",::1 ,5,jayeshthakur , ArtificialIntelligence AI ML MachineLearning,in,India,22.3511148,78.6677428,0.5423,POSITIVE
futeye,#Futurism ,8/13/2019 13:06,the of innovation in artificial intelligence and  ,Global ,0,futurist , Future Robotics ai,ca,Canada,43.7283874,-79.3491488,0.6908,POSITIVE
rubricsinger,Peter Pugh-Jones ,8/13/2019 10:43," a promise of a new industrial revolution and upgrading the intelligence in the 

gtgt  via  

link      ","England, United Kingdom ",1,IFTTT , IoT AI Smartfactory Robotics Drones Autonomous IIoT Megatrends,gb,United Kingdom,52.7954791,-0.5402403,0.6597,POSITIVE
wil_bielert,"Wilhelm Bielert, PhD ",8/13/2019 10:40," a promise of a new industrial revolution and upgrading the intelligence in the 

gtgt  via  

link      ",Quebec ,0,IFTTT , IoT AI Smartfactory Robotics Drones Autonomous IIoT Megatrends,ca,Canada,52.4760892,-71.8258668,0.6597,POSITIVE
Stef_Pouchoy,St  phanie Pouchoy ,8/13/2019 10:23, read about the application of in the battle against terrorist content on the internet        ,Paris ,2,Twitter for Android , ArtificialIntelligence,fr,France,48.8566969,2.3514616,-0.8074,NEGATIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 9:54,simulating cancer cells using intelligence    nanalyze hoteliers in hungary must be loving life right about now in  hungary set a record of  million hotel nights booked by tourists from obnoxious british s  ,"Toronto, Ontario ",0,Twibble.io , Artificial Business AI Intelligence,ca,Canada,43.653963,-79.387207,-0.1027,NEGATIVE
chidambara09,Chidambara .ML. ,8/13/2019 9:22," stats news augmentation to create  trillion of business value

    ",Mysore  and  BERLIN  ,4,Twitter Web App , ArtificialIntelligence AI ML MachineLearning,de,Germany,52.52437,13.41053,0.5423,POSITIVE
chidambara09,Chidambara .ML. ,8/13/2019 9:21," stats news augmentation to create  trillion of business value

   ",Mysore  and  BERLIN  ,5,Twitter Web App , ArtificialIntelligence AI ML MachineLearning,de,Germany,52.52437,13.41053,0.5423,POSITIVE
DME_Jun,DME Intelligence ,8/13/2019 9:10," stats news augmentation to create  trillion of business value

   ","Boston, MA ",5,DME Intelligence_Jun , ArtificialIntelligence AI ML MachineLearning,us,USA,42.3602534,-71.0582912,0.5423,POSITIVE
DME_Jun,DME Intelligence ,8/13/2019 9:10," stats news augmentation to create  trillion of business value

    ","Boston, MA ",4,DME Intelligence_Jun , ArtificialIntelligence AI ML MachineLearning,us,USA,42.3602534,-71.0582912,0.5423,POSITIVE
pradeeprao_,Pradeep Rao ,8/13/2019 9:05,"a promise of a new industrial revolution and upgrading the intelligence in the 

gtgt  via  

link   ","Bengaluru, India ",1,Hootsuite Inc. , IoT AI Smartfactory Robotics Drones Autonomous IIoT Megatrends,in,India,12.9791198,77.5912997,0.6597,POSITIVE
IronMaximilien,Iron Maximilien ,8/13/2019 9:02," intelligence ai stats news augmentation to create  trillion of value via  
","Angers, France ",0,IFTTT , Artificial AI Business IA Industry40 industrie40 futureofwork Emploi Digital numerique,fr,France,47.4739884,-0.5515588,0.765,POSITIVE
FelixEVargas,Felix E. Vargas Q. ,8/13/2019 9:00,"stats news augmentation to create  trillion of business value



",Lima ,5,Microsoft Azure Logic Apps , ArtificialIntelligence AI ML MachineLearning BigData DataScience Analytics Robots Robotics Algorithms Data Healthcare HealthTech Automation,pe,Peru,-12.0621065,-77.0365256,0.5423,POSITIVE
SantchiWeb,Santchi ,8/13/2019 9:00," stats news augmentation to create  trillion of business value

    ",Wirral ,4,Santchi App , ArtificialIntelligence AI ML MachineLearning,gb,United Kingdom,53.3409714,-3.0500916,0.5423,POSITIVE
SearchableRyan,Ryan Holloway ,8/13/2019 8:59,"stats news augmentation to create  trillion of business value



","b""Connah s Quay, Wales""",4,Twitter Web App , ArtificialIntelligence AI ML MachineLearning BigData DataScience Analytics Robots Robotics Algorithms Data Healthcare HealthTech Automation,gb,United Kingdom,52.5,-3.5,0.5423,POSITIVE
wynandbooysen,         Wynand Booysen             ,8/13/2019 8:30, benefits amp risks of artificial intelligence   via     ,South Africa ,36,Wynand 2.0 , MachineLearning DeepLearning BigData,za,RSA,-28.8166236,24.991639,0.5574,POSITIVE
GOGLINJF,GOGLIN ,8/13/2019 8:28,"intelligence ai stats news augmentation to create  trillion of value via  
",Paris ,1,Twitter Web Client , Artificial AI Business IA Industry40 industrie40 futureofwork Emploi Digital numerique,fr,France,48.8566969,2.3514616,0.765,POSITIVE
dplrw,DeepLearning Research ,8/13/2019 8:09," and the year of intelligence augmentation  by  
            
   ","New Delhi, India ",9,Twitter Web App , AI BigData DataScience,in,India,28.6141793,77.2022662,0.4767,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 7:54,bachieves teacher s pet status    aithority artificial intelligence ai is the science behind the development of computer systems capable of performing tasks that normally require human inte  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI ArtificialIntelligence Business,ca,Canada,43.653963,-79.387207,0.6908,POSITIVE
chidambara09,Chidambara .ML. ,8/13/2019 7:35," rt iainljbrown  the age of artificial intelligence cities and the ai edge  asiaone

read more here h    ",Mysore  and  BERLIN  ,2,Twitter Web App , LI,de,Germany,52.52437,13.41053,0.4767,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 7:24, stats news ai augmentation to create  trillion of value    forbes the recent surveys studies forecasts and other quantitative assessments of the health and progress   ,"Toronto, Ontario ",1,Twibble.io , Artificial Intelligence AI Business ArtificialIntelligence Fraud Toronto,ca,Canada,43.653963,-79.387207,0.743,POSITIVE
techie_wiz,Techie Wiz ,8/13/2019 7:18,b  the holy grail of    ,Global ,1,Techie Wiz bot , AI BeHPE HPE HewlettPackardEnterprise Artificial Intelligence IBM Watson Tech Future,ca,Canada,43.7283874,-79.3491488,0.0,NEUTRAL
daviddegroof1,David De Groof ,8/13/2019 7:16,the holy grail of   ,"Barcelona, Espa  a ",1,Dynamic Signal , AI BeHPE HPE HewlettPackardEnterprise Artificial Intelligence IBM Watson Tech Future Health Medicine,es,Spain,38.5,-0.5,0.0,NEUTRAL
KnowYourToken,KYT ,8/13/2019 7:08, company  launch unit according to  report  ceo of  says that of all collected only about  is analyzed and is needed to analyze the rest of the  ,Hong Kong ,0,TweetDeck , blockchain AI Bitfury data Artificial Intelligence,cn,PRC,22.350627,114.1849161,0.0,NEUTRAL
TheCuriousLuke,Curious Luke ,8/13/2019 7:06," rt iainljbrown  the age of artificial intelligence cities and the ai edge  asiaone

read more here h    ",Switzerland ,2,RTML , LI,ch,Switzerland,46.7985624,8.2319736,0.4767,POSITIVE
rvp,Ravi Visvesvaraya Sharada Prasad ,8/13/2019 7:05,"rt iainljbrown  the age of artificial intelligence cities and the ai edge  asiaone

read more here 

   ","New Delhi, India ",2,IFTTT , LI ArtificialIntelligence AI DataScience MachineLearning BigData DeepLearning NLP Robots IoT rvp 7GTech Artificial,in,India,28.6141793,77.2022662,0.4767,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 6:54,new illinois law governs use of during interview process    lexology illinois is attempting to stay at the forefront of legislating the interaction between employment and technology with the artificial intel  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI Fraud Business,ca,Canada,43.653963,-79.387207,0.0,NEUTRAL
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 6:54,the in transportation report how automakers can use to cut costs open new revenue streams and adapt to the digital age tm lyft    shelton herald this is a preview of a research r  ,"Toronto, Ontario ",0,Twibble.io , AI artificial intelligence ArtificialIntelligence Fraud Toronto,ca,Canada,43.653963,-79.387207,-0.2732,NEGATIVE
ssn4value,SSN 4 Value ,8/13/2019 5:25,based on the and   the san francisco ca provider of intelligenceenabled  raised  million in funding from  beta ventures and venture partners ,United States ,0,Sprout Social , business valuation due diligence Replicant AI artificial voice technologies seed Atomic Bloomberg Costanoa Norwest,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 4:54,researchers use in hunt for improved battery life     armyfunded researchers are tapping to explore combinations of materials that could be used to improve ener  ,"Toronto, Ontario ",0,Twibble.io , AI artificial intelligence ArtificialIntelligence Toronto Fraud,ca,Canada,43.653963,-79.387207,0.7184,POSITIVE
PTcurt,Curtis Newton ,8/13/2019 3:41,    stroke patients or others with neurological injury are turning to the rehabilitation powers of robots with artificial int    ,"Swift Current, Saskatchewan ",2,Twitter for iPhone ,nan,ca,Canada,50.285829,-107.800598,-0.4215,NEGATIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 3:24,the age of intelligence cities and the edge    asiaone in padang west sumatra san franciscobased nonprofit organisation rainforest connection is mounting used cellphones on trees to detect sounds that   ,"Toronto, Ontario ",0,Twibble.io , artificial AI Fraud Business,ca,Canada,43.653963,-79.387207,0.4767,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 2:54,nist lays out roadmap for developing standards    nextgov the plan is meant to help federal leaders roll out standards that reduce the potential risks of without stifling innovation  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI Business ArtificialIntelligence Toronto,ca,Canada,43.653963,-79.387207,-0.1491,NEGATIVE
SaeedBaygi,Saeed Valadbaygi ,8/13/2019 2:24,using to transform government a conversation with dan chenok and mallory barg bulman    federal news network this content is provided by the ibm center for the of government mondays at  am  ,"Toronto, Ontario ",0,Twibble.io , artificial intelligence Business Toronto AI Fraud,ca,Canada,43.653963,-79.387207,0.0,NEUTRAL
shy_amlani,Shy Amlani ,8/13/2019 2:23,    stroke patients or others with neurological injury are turning to the rehabilitation powers of robots with artificial int    ,"Canada, Eh! ",2,Twitter for iPhone ,nan,ca,Canada,45.3858807,-73.4983677,-0.4215,NEGATIVE
ikhenderson,Isabel K Henderson          ,8/13/2019 2:20,   stroke patients or others with neurological injury are turning to the rehabilitation powers of robots with artificial intelligence that help people regain previously lost mobility            ,"Edmonton, Alberta CANADA ",2,Twitter for iPhone , StrokeRecovery Rehabilitation AI Robotics,ca,Canada,53.535411,-113.507996,0.1779,POSITIVE
domingonarvaez1,Domingo Narvaez ,08-12-2019 23:07, benefits amp risks of artificial intelligence   via     ,Aragua-Vzla ,36,Twitter for Android , MachineLearning DeepLearning BigData,ve,Venezuela,10.2482174,-67.5854305,0.5574,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 21:24,nist lays out roadmap for developing standards    nextgov the plan is meant to help federal leaders roll out standards that reduce the potential risks of without stifling innovation  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI Fraud Business Toronto,ca,Canada,43.653963,-79.387207,-0.1491,NEGATIVE
philipgjohnston,Phil Johnston ,08-12-2019 21:07, could help scientists shed new light on the variety of species living on the ocean floor  new research led by the    ,"Bude, Cornwall ",2,Twitter for iPhone , Robots,gb,United Kingdom,50.8285252,-4.5469361,0.4019,POSITIVE
SachaTB,STBerko ,08-12-2019 20:46, what just happened the rise of interest in artificial intelligence ,London ,11,Twitter for iPad , robotics bigdata aiforgood,gb,United Kingdom,51.5073219,-0.1276474,0.7269,POSITIVE
FerventAlba,Alba Zeal ,08-12-2019 19:30, benefits amp risks of artificial intelligence   via     ,Scotland ,36,Twitter for Android , MachineLearning DeepLearning BigData,gb,United Kingdom,56.7861112,-4.1140518,0.5574,POSITIVE
AdaptiveToolbox,AdaptiveBox ,08-12-2019 19:25,"b  benefits amp risks of artificial intelligence   

http   ",USA ,1,AdaBox1 , AI MachineLearning DeepLearning BigData IoT DataScience Robotics,us,USA,39.7837304,-100.4458825,0.5574,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 19:24,bnew type of inspired by the brain    azorobotics machine learning came into existence about  years ago and is based on evidence of the dynamics of learning in man s brain  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence Business AI Toronto,ca,Canada,43.653963,-79.387207,0.6486,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 18:54,ai market projected to reach us  bn by  increasing adoption of cloudbased applications and services to boost growth says fortune insights    globenewswire pune aug   globe newswire  the  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence Business AI,ca,Canada,43.653963,-79.387207,0.6597,POSITIVE
OpenMarketingTV,Tony Thijs ,08-12-2019 18:50,b what are good applications of  and what applications don t deliver on their promise read about it   ,Amsterdam ,5,Twitter for Android , ArtificialIntelligence,nl,Netherlands,52.3745403,4.8979755,0.6369,POSITIVE
EXTENTIA,EXTENTIA ,08-12-2019 18:45,"benefits amp risks of artificial intelligence   

",India ,1,TweetDeck , AI MachineLearning DeepLearning BigData IoT DataScience Robotics,in,India,22.3511148,78.6677428,0.5574,POSITIVE
KnXChg,Knowledge Exchange ,08-12-2019 18:18, financial times  achieving valuation of usd  billion artificial intelligence ai chipset market with cagr of     ,"Detroit, MI ",4,KXChg ,nan,us,USA,42.3315509,-83.0466403,0.4767,POSITIVE
sanjivvmore,Sanjiv Mor   ,08-12-2019 18:16, financial times  achieving valuation of usd  billion artificial intelligence ai chipset market with cagr of     ,San Francisco Bay Area ,4,Twitter for iPhone ,nan,us,USA,37.7884969,-122.3558473,0.4767,POSITIVE
chidambara09,Chidambara .ML. ,08-12-2019 18:14,b what are good applications of  and what applications don t deliver on their promise read about it   ,Mysore  and  BERLIN  ,5,Twitter Web App , ArtificialIntelligence,de,Germany,52.52437,13.41053,0.6369,POSITIVE
nordicinst,Nordic AI Artificial Intelligence Institute ,08-12-2019 18:14,financial times  achieving valuation of usd  billion artificial intelligence ai chipset market with cagr of  ,Global ,4,IFTTT , robotics dataresponsible AI,ca,Canada,43.7283874,-79.3491488,0.4767,POSITIVE
WIOMAX_VA,WioIoT ,08-12-2019 17:55,b what are good applications of  and what applications don t deliver on their promise read about it   ,United States ,5,WioIoT1 , ArtificialIntelligence,us,USA,39.7837304,-100.4458825,0.6369,POSITIVE
DCHQ,Digital Craftsmen ,08-12-2019 15:28, what just happened the rise of interest in artificial intelligence ,"London, United Kingdom ",11,Twitter Web App , robotics bigdata aiforgood,gb,United Kingdom,51.5073219,-0.1276474,0.7269,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 15:24,ai market projected to reach us  bn by  increasing adoption of cloudbased applications and services to boost growth says fortune insights    yahoo finance pune aug    the artificial intel  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence Business AI,ca,Canada,43.653963,-79.387207,0.6597,POSITIVE
chidambara09,Chidambara .ML. ,08-12-2019 15:21, read about how greg johnson found an efficient way to view the inner workings of living cells using systems    ,Mysore  and  BERLIN  ,3,Twitter Web App , MachineLearning,de,Germany,52.52437,13.41053,0.4215,POSITIVE
msarozz,Saroj Humagain ,08-12-2019 15:16, read about how greg johnson found an efficient way to view the inner workings of living cells using systems    ,Nepal ,3,"Twitter bot, saroj humagain ", MachineLearning,np,Nepal,28.1083929,84.0917139,0.4215,POSITIVE
RPA_sales,Nils Abel ,08-12-2019 15:15,"read about how greg johnson found an efficient way to view the inner workings of living cells using systems     

","Cologne, Germany ",3,Hootsuite Inc. , MachineLearning ArtificialIntelligence AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,50.938361,6.959974,0.4215,POSITIVE
maxversace,Massimiliano Versace ,08-12-2019 15:13,"machine learning the magic is how it works 

artificial intelligence is in its infancy but is still capable of some magical things

 by electronicdesgn ","Boston, MA ",0,IFTTT , AI MachineLearning DNN LDNN Robotics Drones Industry40,us,USA,42.3602534,-71.0582912,0.6652,POSITIVE
Neurala,Neurala ,08-12-2019 15:12,"machine learning the magic is how it works 

artificial intelligence is in its infancy but is still capable of some magical things

 by  ","Boston, MA ",1,HubSpot , AI MachineLearning DNN LDNN Robotics Drones Industry40,us,USA,42.3602534,-71.0582912,0.6652,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 14:54,and machine learning in retail market  will register a cagr of  by google microsoft ibm aws baidu intel oracle sap salesforce lexalytics inbenta    technology news it technology news provides lat  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI Toronto,ca,Canada,43.653963,-79.387207,0.0,NEUTRAL
jayeshmthakur,jayeshthakur ,08-12-2019 14:15, benefits amp risks of artificial intelligence   via     ,::1 ,36,jayeshthakur , MachineLearning DeepLearning BigData,in,India,22.3511148,78.6677428,0.5574,POSITIVE
ShalShine,Shalaka Nikhil ,08-12-2019 14:13, benefits amp risks of artificial intelligence   via     ,"Mumbai, India ",36,Twitter Web App , MachineLearning DeepLearning BigData,in,India,18.9387711,72.8353355,0.5574,POSITIVE
stu060878,Stuart Bailey ,08-12-2019 14:06, separating the hype from reality in our and report we investigate how organisations can make the best u    ,"Wigan, UK ",1,Twitter for iPhone , AI robotics,gb,United Kingdom,53.5457188,-2.6264624,0.6369,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 13:54,  m fund for nhs laboratory slammed as tech for tech s sake    the register uk health secretary matt hancock has been accused of being obsessed by technology for its own sake following the uk governmen  ,"Toronto, Ontario ",0,Twibble.io , artificial intelligence AI Business Toronto,ca,Canada,43.653963,-79.387207,-0.4404,NEGATIVE
jarvispeguese,Jarvis Peguese ,08-12-2019 13:41," meet the us   s spy system of the future     it   s sentient   
   ","charlotte,nc ",1,Twitter for Android , AI ArtificialIntelligence ML MachineLearning iot cloud,us,USA,35.2270869,-80.8431268,0.0,NEUTRAL
YarmolukDan,Dan Yarmoluk ,08-12-2019 13:30,"meet the us   s spy system of the future     it   s sentient   
","Minneapolis, MN ",1,Buffer , AI ArtificialIntelligence ML MachineLearning iot cloud robotics,us,USA,44.9706705,-93.2682241,0.0,NEUTRAL
johnmathew154,John Mathew ,08-12-2019 12:44," transforming the future of manufacturing

",us ,0,Twitter Web App , ArtificialIntelligence Manufacturing Drones robotics,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
SaraSteffanie1,Sara Steffanie ,08-12-2019 12:36,"ai
dubaifeb
in  two major technologies have been making headlines but aren   t being taken very seriously     artificialintelligence ai and quantum computing qc these technologies would change the nature of cyberattacks 

bigdata ",Malaysia ,0,Twitter Web App , AI_2020 Dubai_26_27_Feb_2020 artificial_intelligence AI MI Robotics Big_Data,my,Malaysia,4.5693754,102.2656823,-0.359,NEGATIVE
DrCyrilOnwubiko,Dr Cyril Onwubiko ,08-12-2019 12:31,"the of as the us and china vie for global influence will be central to the balance of power an interesting read highly recommended article by  
 ","London, UK ",1,Twitter Web App , Geopolitics Artificial Intelligence AI,gb,United Kingdom,51.5073219,-0.1276474,0.5849,POSITIVE
GagneLegal,Gagn   Consultancy Ottawa ,08-12-2019 12:19, intelligence communities across the western world are now at a crossroads the growing proliferation of technologies i    ,"Ottawa, Ontario ",2,Gagnelegal ,nan,ca,Canada,45.421106,-75.690308,0.5859,POSITIVE
OttLegalRebels,Marc R Gagn   MAPP      ,08-12-2019 12:13, intelligence communities across the western world are now at a crossroads the growing proliferation of technologies i    ,"Ottawa, Ontario ",2,CuratingDevList ,nan,ca,Canada,45.421106,-75.690308,0.5859,POSITIVE
swellstartups,Groundswell ,08-12-2019 12:02,"intelligence communities across the western world are now at a crossroads the growing proliferation of technologies including artificial intelligence robotics and blockchain changes the rules of the game
 via  ","Melbourne, FL ",2,Buffer , AI Robotics,us,USA,28.0836269,-80.6081089,0.7845,POSITIVE
WebhelpSA,Webhelp SA ,08-12-2019 12:00,"david pattman innovation director webhelp looks at future of and the untapped potential for it augment human performance 

intelligence ",South Africa ,0,AgoraPulse Manager , AI Automation Artificial WebhelpDisruptorSeries,za,RSA,-28.8166236,24.991639,0.6908,POSITIVE
ecoMagNews,ECO Magazine ,08-12-2019 11:09,"could help scientists shed new light on the variety of species living on the ocean floor  new research led by the  


",Global ,2,Buffer , Robots science robotics AI research,ca,Canada,43.7283874,-79.3491488,0.4019,POSITIVE
PeckRousert,peck rousert ,08-12-2019 10:52, benefits amp risks of artificial intelligence   via     ,"Madrid, Spain ",36,Twitter Web App , MachineLearning DeepLearning BigData,es,Spain,40.4167047,-3.7035825,0.5574,POSITIVE
arstudioz,Arstudioz ,08-12-2019 10:35,"will reach levels by around  follow that out further to say  we will have multiplied the intelligence the human biological machine intelligence of our civilization a billionfold

   ",USA ,0,Twitter Web App , Artificial Intelligence human AI technology arstudioz MachineLearning,us,USA,39.7837304,-100.4458825,0.743,POSITIVE
techpearce,john pearce ,08-12-2019 10:32," what just happened 

the rise of interest in 

    ","Manchester, England ",12,Twitter Web App , ArtificialIntelligence fintech AI,gb,United Kingdom,53.4794892,-2.2451148,0.4588,POSITIVE
RoboticsandAI,AI & Robotics Events #intoAI ,08-12-2019 10:01, we have  free tickets up for grabs for phd amp msc level students of or for our ai amp conference amp expo showcase oct st in london see  now amp claim your free ticket ,"London, England ",0,Hootsuite Inc. , AI MachineLearning Robotics ArtificialIntelliegence DeepLearning IntoAI,gb,United Kingdom,51.5073219,-0.1276474,0.765,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 09:55,to create  trillion of value    smart energy an increase in the use of artificial intelligence will result in  trillion of business value by  according to a new study b  ,"Toronto, Ontario ",0,Twibble.io , Artificial intelligence business ArtificialIntelligence AI Toronto,ca,Canada,43.653963,-79.387207,0.9337,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 09:54,banatomy of a data strategy from operational to intelligence  transforming data with intelligence    tdwi to get the most from your data you ll need a comprehensive data strategy we look   ,"Toronto, Ontario ",0,Twibble.io , Intelligence Artificial Business ArtificialIntelligence AI,ca,Canada,43.653963,-79.387207,0.802,POSITIVE
ArkangelScrap,ArkangelScrap ,08-12-2019 09:34, benefits amp risks of artificial intelligence   via     ,France ,36,Buffer , MachineLearning DeepLearning BigData,fr,France,46.603354,1.8883335,0.5574,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 09:25,and humans as work partners  can it be done    jamaica observer as jamaican markets embark on digital transformation there is a host of concerns that humans will have to compete with smart technologies s  ,"Toronto, Ontario ",0,Twibble.io , Artificial intelligence Toronto AI Business,ca,Canada,43.653963,-79.387207,0.4019,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 09:24,processes and data structures in intelligence    toolbox the terms processes and data structures are used here to describe components of an system such as an inference engine or a database structure  ,"Toronto, Ontario ",0,Twibble.io , Artificial AI ArtificialIntelligence Fraud,ca,Canada,43.653963,-79.387207,0.4767,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 09:24,in banking     separating reality from hype    atm marketplace and machine learning for banking are getting a huge amount of attention these days but the question remains can these technologies trul  ,"Toronto, Ontario ",0,Twibble.io , Artificial intelligence AI Fraud Business Toronto,ca,Canada,43.653963,-79.387207,0.1655,POSITIVE
TejanshC,Tejansh Chandole ,08-12-2019 09:23, benefits amp risks of artificial intelligence   via     ,Schweiz ,36,Twitter for Android , MachineLearning DeepLearning BigData,ch,Switzerland,46.7985624,8.2319736,0.5574,POSITIVE
CuriumSolutions,CuriumSolutions ,08-12-2019 09:05,separating the hype from reality in our and report we investigate how organisations can make the best use of artificial intelligence and robotics and think through the consequences for and ,"Birmingham, UK ",1,Hootsuite Inc. , AI robotics customers employees,gb,United Kingdom,52.4796992,-1.9026911,0.8074,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 08:54,bwith alzheimer s research at a crossroads might point the way  stat    stat a rapidly growing body of research promises to make the search for new alzheimer s treatments faster cheaper and far more targeted  ,"Toronto, Ontario ",0,Twibble.io , AI Artificial Business Toronto,ca,Canada,43.653963,-79.387207,0.5106,POSITIVE
RPA_BizDev,Wouter Siepman ,08-12-2019 07:40,"read about the application of in the battle against terrorist content on the internet    

","Keulen, Duitsland ",2,Hootsuite Inc. , ArtificialIntelligence AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,50.938361,6.959974,-0.8074,NEGATIVE
PelenaRocio,rocio pelena ,08-12-2019 07:40, benefits amp risks of artificial intelligence   via     ,paris france ,36,Twitter Web App , MachineLearning DeepLearning BigData,fr,France,48.8566969,2.3514616,0.5574,POSITIVE
MalkaNisha,Malka N. Halgamuge ,08-12-2019 07:30,"intelligence ai is now completely reorganising the global economy some estimates of productivitydriven economic growth conclude that ai will contribute approximately us trillion to the global economy by 


 ","Melbourne, Australia ",0,Twittimer , Artificial robots robotics AI,au,Australia,-37.8142176,144.9631608,0.6908,POSITIVE
Loui_Picard,Louis Picard ,08-12-2019 07:30, benefits amp risks of artificial intelligence   via     ,France ,36,Twitter Web App , MachineLearning DeepLearning BigData,fr,France,46.603354,1.8883335,0.5574,POSITIVE
lambdamedia,lambdamedia ,08-12-2019 07:25, benefits amp risks of artificial intelligence   via     ,Pamplona ,36,Twitter Web App , MachineLearning DeepLearning BigData,es,Spain,42.8184538,-1.6442556,0.5574,POSITIVE
johnrenardile01,john renardile ,08-12-2019 07:20, benefits amp risks of artificial intelligence   via     ,Espa  a ,36,Twitter Web App , MachineLearning DeepLearning BigData,fi,Finland,60.1674522,24.947573,0.5574,POSITIVE
rvp,Ravi Visvesvaraya Sharada Prasad ,08-12-2019 07:07,rt machineml  rt jaumeolledo rt josegarde benefits amp risks of artificial intelligence   via flixrisk     ,"New Delhi, India ",0,IFTTT , LI MachineLearning DeepLearning BigData IoT DataScience Robotics ArtificialIntelligence rvp,in,India,28.6141793,77.2022662,0.5574,POSITIVE
